TimeStamp, Temperature, Pressure, Humidity, Wind Speed,  Wind direction
 2021/10/23 9:48:48, 16.01, 58.77, 1001.58, 0.0, 1.0
 2021/10/23 9:48:49, 16.02, 58.74, 1001.58, 0.0, 3.0
 2021/10/23 9:48:50, 16.04, 58.7, 1001.56, 0.0, 3.0
 2021/10/23 9:48:51, 16.05, 58.69, 1001.57, 0.0, 1.0
 2021/10/23 9:48:52, 16.07, 58.66, 1001.57, 0.0, 1.0
 2021/10/23 9:48:53, 16.09, 58.64, 1001.57, 0.0, 3.0
 2021/10/23 9:48:54, 16.11, 58.6, 1001.57, 0.0, 3.0
 2021/10/23 9:48:55, 16.13, 58.56, 1001.57, 0.0, 3.0
 2021/10/23 9:48:56, 16.14, 58.53, 1001.56, 0.0, 2.0
 2021/10/23 9:48:57, 16.15, 58.49, 1001.53, 0.0, 2.0
 2021/10/23 9:48:58, 16.17, 58.46, 1001.55, 0.0, 2.0
 2021/10/23 9:48:59, 16.19, 58.43, 1001.56, 0.0, 3.0
 2021/10/23 9:49:0, 16.21, 58.43, 1001.57, 0.0, 2.0
 2021/10/23 9:49:1, 16.22, 58.4, 1001.56, 0.0, 3.0
 2021/10/23 9:49:2, 16.25, 58.39, 1001.56, 0.0, 2.0
 2021/10/23 9:49:3, 16.26, 58.38, 1001.56, 0.0, 3.0
 2021/10/23 9:49:4, 16.28, 58.36, 1001.57, 0.0, 2.0
 2021/10/23 9:49:5, 16.31, 58.33, 1001.58, 0.0, 2.0
 2021/10/23 9:49:6, 16.32, 58.31, 1001.53, 0.0, 2.0
 2021/10/23 9:49:7, 16.34, 58.32, 1001.56, 0.0, 4.0
 2021/10/23 9:49:8, 16.36, 58.31, 1001.54, 0.0, 3.0
 2021/10/23 9:49:9, 16.38, 58.3, 1001.56, 0.0, 2.0
 2021/10/23 9:49:10, 16.4, 58.28, 1001.57, 0.0, 1.0
 2021/10/23 9:49:11, 16.39, 58.26, 1001.58, 0.0, 3.0
 2021/10/23 9:49:12, 16.39, 58.24, 1001.56, 0.0, 3.0
 2021/10/23 9:49:13, 16.39, 58.2, 1001.55, 0.0, 3.0
 2021/10/23 9:49:14, 16.38, 58.18, 1001.54, 0.0, 2.0
 2021/10/23 9:49:15, 16.37, 58.17, 1001.51, 0.0, 3.0
 2021/10/23 9:49:16, 16.36, 58.14, 1001.55, 0.0, 3.0
 2021/10/23 9:49:17, 16.38, 58.11, 1001.57, 0.0, 3.0
 2021/10/23 9:49:18, 16.4, 58.08, 1001.54, 0.0, 1.0
 2021/10/23 9:49:19, 16.4, 58.05, 1001.55, 0.0, 1.0
 2021/10/23 9:49:20, 16.42, 58.01, 1001.55, 0.0, 3.0
 2021/10/23 9:49:21, 16.44, 57.99, 1001.56, 0.0, 2.0
 2021/10/23 9:49:22, 16.45, 57.97, 1001.55, 0.0, 2.0
 2021/10/23 9:49:23, 16.44, 57.9, 1001.55, 0.0, 4.0
 2021/10/23 9:49:24, 16.45, 57.78, 1001.55, 0.0, 3.0
 2021/10/23 9:49:25, 16.47, 57.66, 1001.57, 0.0, 4.0
 2021/10/23 9:49:26, 16.48, 57.52, 1001.57, 0.0, 2.0
 2021/10/23 9:49:27, 16.49, 57.36, 1001.57, 0.0, 3.0
 2021/10/23 9:49:28, 16.5, 57.26, 1001.57, 0.0, 2.0
 2021/10/23 9:49:29, 16.52, 57.25, 1001.58, 0.0, 3.0
 2021/10/23 9:49:30, 16.53, 57.27, 1001.55, 0.0, 1.0
 2021/10/23 9:49:31, 16.54, 57.3, 1001.54, 0.0, 2.0
 2021/10/23 9:49:32, 16.55, 57.32, 1001.57, 0.0, 1.0
 2021/10/23 9:49:33, 16.57, 57.33, 1001.6, 0.0, 1.0
 2021/10/23 9:49:34, 16.59, 57.33, 1001.58, 0.0, 3.0
 2021/10/23 9:49:35, 16.6, 57.29, 1001.58, 0.0, 4.0
 2021/10/23 9:49:36, 16.61, 57.21, 1001.59, 0.0, 2.0
 2021/10/23 9:49:37, 16.63, 57.18, 1001.57, 0.0, 1.0
 2021/10/23 9:49:38, 16.62, 57.2, 1001.53, 0.0, 2.0
 2021/10/23 9:49:39, 16.62, 57.23, 1001.55, 0.0, 3.0
 2021/10/23 9:49:40, 16.63, 57.22, 1001.56, 0.0, 2.0
 2021/10/23 9:49:41, 16.63, 57.16, 1001.58, 0.0, 2.0
 2021/10/23 9:49:42, 16.64, 57.14, 1001.55, 0.0, 1.0
 2021/10/23 9:49:43, 16.63, 57.13, 1001.56, 0.0, 2.0
 2021/10/23 9:49:44, 16.64, 57.14, 1001.56, 0.0, 1.0
 2021/10/23 9:49:45, 16.65, 57.15, 1001.55, 0.0, 2.0
 2021/10/23 9:49:46, 16.66, 57.17, 1001.58, 0.0, 3.0
 2021/10/23 9:49:47, 16.68, 57.17, 1001.58, 0.0, 3.0
 2021/10/23 9:49:48, 16.68, 57.16, 1001.61, 0.0, 2.0
 2021/10/23 9:49:49, 16.68, 57.01, 1001.59, 0.0, 4.0
 2021/10/23 9:49:50, 16.67, 56.84, 1001.56, 0.0, 1.0
 2021/10/23 9:49:51, 16.68, 56.72, 1001.58, 0.0, 3.0
