timestamp,tkBattery,rxShifting,gear
0,0.0,0.0,0.0
000.000000,0.0,0.0,0.0
000.070775,0.0,0.0,0.0
000.141558,0.0,0.0,0.0
000.212354,0.0,0.0,0.0
000.283142,0.0,0.0,0.0
000.353943,0.0,0.0,0.0
000.424718,0.0,0.0,0.0
000.495502,0.0,0.0,0.0
000.566284,0.0,0.0,0.0
000.637068,0.0,0.0,0.0
000.707861,0.0,0.0,0.0
000.778635,0.0,0.0,0.0
000.795266,0.0,0.0,0.0
000.849431,0.0,0.0,0.0
000.920234,0.0,0.0,0.0
000.991023,0.0,0.0,0.0
001.061798,0.0,0.0,0.0
001.132587,0.0,0.0,0.0
001.203375,0.0,0.0,0.0
001.274161,0.0,0.0,0.0
001.344965,0.0,0.0,0.0
001.415746,0.0,0.0,0.0
001.486540,0.0,0.0,0.0
001.557341,0.0,0.0,0.0
001.628129,0.0,0.0,0.0
001.698907,0.0,0.0,0.0
001.769691,0.0,0.0,0.0
001.795259,0.0,0.0,0.0
001.840472,0.0,0.0,0.0
001.911239,0.0,0.0,0.0
001.982027,0.0,0.0,0.0
002.052814,0.0,0.0,0.0
002.123597,0.0,0.0,0.0
002.194395,0.0,0.0,0.0
002.265178,0.0,0.0,0.0
002.335968,0.0,0.0,0.0
002.406756,0.0,0.0,0.0
002.477542,0.0,0.0,0.0
002.548319,0.0,0.0,0.0
002.619102,0.0,0.0,0.0
002.689885,0.0,0.0,0.0
002.760672,0.0,0.0,0.0
002.795293,0.0,0.0,0.0
002.831584,0.0,0.0,0.0
002.902320,0.0,0.0,0.0
002.973013,0.0,0.0,0.0
003.043794,0.0,0.0,0.0
003.114575,0.0,0.0,0.0
003.185366,0.0,0.0,0.0
003.256136,0.0,0.0,0.0
003.326909,0.0,0.0,0.0
003.397683,0.0,0.0,0.0
003.468474,0.0,0.0,0.0
003.539276,0.0,0.0,0.0
003.610059,0.0,0.0,0.0
003.680826,0.0,0.0,0.0
003.751617,0.0,0.0,0.0
003.795307,0.0,0.0,0.0
003.822395,0.0,0.0,0.0
003.893173,0.0,0.0,0.0
003.963981,0.0,0.0,0.0
004.034802,0.0,0.0,0.0
004.105513,0.0,0.0,0.0
004.176308,0.0,0.0,0.0
004.247062,0.0,0.0,0.0
004.317839,0.0,0.0,0.0
004.388619,0.0,0.0,0.0
004.459391,0.0,0.0,0.0
004.530185,0.0,0.0,0.0
004.601015,0.0,0.0,0.0
004.671825,0.0,0.0,0.0
004.742551,0.0,0.0,0.0
004.795308,0.0,0.0,0.0
004.813294,0.0,0.0,0.0
004.884070,0.0,0.0,0.0
004.954857,0.0,0.0,0.0
005.025631,0.0,0.0,0.0
005.096405,0.0,0.0,0.0
005.167216,0.0,0.0,0.0
005.238008,0.0,0.0,0.0
005.308769,0.0,0.0,0.0
005.379550,0.0,0.0,0.0
005.450324,0.0,0.0,0.0
005.521091,0.0,0.0,0.0
005.591874,0.0,0.0,0.0
005.662658,0.0,0.0,0.0
005.733424,0.0,0.0,0.0
005.795333,0.0,0.0,0.0
005.804205,0.0,0.0,0.0
005.874978,0.0,0.0,0.0
005.945753,0.0,0.0,0.0
006.016536,0.0,0.0,0.0
006.087327,0.0,0.0,0.0
006.158138,0.0,0.0,0.0
006.228924,0.0,0.0,0.0
006.299701,0.0,0.0,0.0
006.370447,0.0,0.0,0.0
006.441213,0.0,0.0,0.0
006.512007,0.0,0.0,0.0
006.582773,0.0,0.0,0.0
006.653584,0.0,0.0,0.0
006.724361,0.0,0.0,0.0
006.795129,0.0,0.0,0.0
006.795337,0.0,0.0,0.0
006.865928,0.0,0.0,0.0
006.936709,0.0,0.0,0.0
007.007506,0.0,0.0,0.0
007.078273,0.0,0.0,0.0
007.149060,0.0,0.0,0.0
007.219844,0.0,0.0,0.0
007.290626,0.0,0.0,0.0
007.361409,0.0,0.0,0.0
007.432197,0.0,0.0,0.0
007.502984,0.0,0.0,0.0
007.573769,0.0,0.0,0.0
007.644581,0.0,0.0,0.0
007.715345,0.0,0.0,0.0
007.786116,0.0,0.0,0.0
007.795418,0.0,0.0,0.0
007.856858,0.0,0.0,0.0
007.927605,0.0,0.0,0.0
007.998369,0.0,0.0,0.0
008.069124,0.0,0.0,0.0
008.139889,0.0,0.0,0.0
008.210667,0.0,0.0,0.0
008.281478,0.0,0.0,0.0
008.352206,0.0,0.0,0.0
008.422949,0.0,0.0,0.0
008.493732,0.0,0.0,0.0
008.564571,0.0,0.0,0.0
008.635244,0.0,0.0,0.0
008.706012,0.0,0.0,0.0
008.776770,0.0,0.0,0.0
008.795384,0.0,0.0,0.0
008.847521,0.0,0.0,0.0
008.918266,0.0,0.0,0.0
008.989039,0.0,0.0,0.0
009.059804,0.0,0.0,0.0
009.130534,0.0,0.0,0.0
009.201341,0.0,0.0,0.0
009.272066,0.0,0.0,0.0
009.342866,0.0,0.0,0.0
009.413552,0.0,0.0,0.0
009.484313,0.0,0.0,0.0
009.555059,0.0,0.0,0.0
009.625804,0.0,0.0,0.0
009.696576,0.0,0.0,0.0
009.767070,0.0,1.0,0.0
009.795394,0.0,0.0,0.0
009.837848,0.0,1.0,0.0
009.908855,0.0,0.0,0.0
009.979648,0.0,0.0,0.0
010.050386,0.0,0.0,0.0
010.121130,0.0,0.0,0.0
010.191879,0.0,0.0,0.0
010.262626,0.0,0.0,0.0
010.333116,0.0,2.0,0.0
010.403870,0.0,2.0,0.0
010.474626,0.0,2.0,0.0
010.545648,0.0,0.0,0.0
010.616407,0.0,0.0,0.0
010.687171,0.0,0.0,0.0
010.757983,0.0,0.0,0.0
010.795411,0.0,0.0,0.0
010.828728,0.0,0.0,0.0
010.899517,0.0,0.0,0.0
010.970233,0.0,0.0,0.0
011.040966,0.0,0.0,0.0
011.111715,0.0,0.0,0.0
011.182468,0.0,0.0,0.0
011.253244,0.0,0.0,0.0
011.324002,0.0,0.0,0.0
011.394788,0.0,0.0,0.0
011.465540,0.0,0.0,0.0
011.536337,0.0,0.0,0.0
011.607094,0.0,0.0,0.0
011.677878,0.0,0.0,0.0
011.748645,0.0,0.0,0.0
011.795424,0.0,0.0,0.0
011.819408,0.0,0.0,0.0
011.890177,0.0,0.0,0.0
011.960931,0.0,0.0,0.0
012.031693,0.0,0.0,0.0
012.102451,0.0,0.0,0.0
012.173222,0.0,0.0,0.0
012.243987,0.0,0.0,0.0
012.314789,0.0,0.0,0.0
012.385563,0.0,0.0,0.0
012.456338,0.0,0.0,0.0
012.527071,0.0,0.0,0.0
012.597796,0.0,0.0,0.0
012.668543,0.0,0.0,0.0
012.739313,0.0,0.0,0.0
012.795409,0.0,0.0,0.0
012.810049,0.0,0.0,0.0
012.880814,0.0,0.0,0.0
012.951605,0.0,0.0,0.0
013.022365,0.0,0.0,0.0
013.093126,0.0,0.0,0.0
013.163890,0.0,0.0,0.0
013.234649,0.0,0.0,0.0
013.305398,0.0,0.0,0.0
013.376146,0.0,0.0,0.0
013.446891,0.0,0.0,0.0
013.517663,0.0,0.0,0.0
013.588402,0.0,0.0,0.0
013.659168,0.0,0.0,0.0
013.729931,0.0,0.0,0.0
013.795453,0.0,0.0,0.0
013.800681,0.0,0.0,0.0
013.871497,0.0,0.0,0.0
013.942243,0.0,0.0,0.0
014.013041,0.0,0.0,0.0
014.083759,0.0,0.0,0.0
014.154471,0.0,0.0,0.0
014.225231,0.0,0.0,0.0
014.295980,0.0,0.0,0.0
014.366744,0.0,0.0,0.0
014.437513,0.0,0.0,0.0
014.508325,0.0,0.0,0.0
014.579063,0.0,0.0,0.0
014.649814,0.0,0.0,0.0
014.720574,0.0,0.0,0.0
014.791341,0.0,0.0,0.0
014.795476,0.0,0.0,0.0
014.862138,0.0,0.0,0.0
014.932867,0.0,0.0,0.0
015.003619,0.0,0.0,0.0
015.074373,0.0,0.0,0.0
015.145137,0.0,0.0,0.0
015.215914,0.0,0.0,0.0
015.286690,0.0,0.0,0.0
015.357470,0.0,0.0,0.0
015.428273,0.0,0.0,0.0
015.499082,0.0,0.0,0.0
015.569892,0.0,0.0,0.0
015.640540,0.0,0.0,0.0
015.711312,0.0,0.0,0.0
015.782066,0.0,0.0,0.0
015.795446,0.0,0.0,0.0
015.852843,0.0,0.0,0.0
015.923595,0.0,0.0,0.0
015.994365,0.0,0.0,0.0
016.065123,0.0,0.0,0.0
016.135880,0.0,0.0,0.0
016.206660,0.0,0.0,0.0
016.277424,0.0,0.0,0.0
016.348197,0.0,0.0,0.0
016.418963,0.0,0.0,0.0
016.489749,0.0,0.0,0.0
016.560506,0.0,0.0,0.0
016.631257,0.0,0.0,0.0
016.702041,0.0,0.0,0.0
016.772799,0.0,0.0,0.0
016.795459,0.0,0.0,0.0
016.843566,0.0,0.0,0.0
016.914341,0.0,0.0,0.0
016.985120,0.0,0.0,0.0
017.055873,0.0,0.0,0.0
017.126637,0.0,0.0,0.0
017.197416,0.0,0.0,0.0
017.268177,0.0,0.0,0.0
017.338944,0.0,0.0,0.0
017.409691,0.0,0.0,0.0
017.480469,0.0,0.0,0.0
017.551215,0.0,0.0,0.0
017.621979,0.0,0.0,0.0
017.692749,0.0,0.0,0.0
017.763505,0.0,0.0,0.0
017.795473,0.0,0.0,0.0
017.834256,0.0,0.0,0.0
017.905015,0.0,0.0,0.0
017.975796,0.0,0.0,0.0
018.046540,0.0,0.0,0.0
018.117297,0.0,0.0,0.0
018.188061,0.0,0.0,0.0
018.258833,0.0,0.0,0.0
018.329577,0.0,0.0,0.0
018.400327,0.0,0.0,0.0
018.471099,0.0,0.0,0.0
018.541849,0.0,0.0,0.0
018.612612,0.0,0.0,0.0
018.683393,0.0,0.0,0.0
018.754171,0.0,0.0,0.0
018.795489,0.0,0.0,0.0
018.824930,0.0,0.0,0.0
018.895692,0.0,0.0,0.0
018.966471,0.0,0.0,0.0
019.037227,0.0,0.0,0.0
019.107988,0.0,0.0,0.0
019.178753,0.0,0.0,0.0
019.249525,0.0,0.0,0.0
019.320283,0.0,0.0,0.0
019.391045,0.0,0.0,0.0
019.461829,0.0,0.0,0.0
019.532574,0.0,0.0,0.0
019.603337,0.0,0.0,0.0
019.674106,0.0,0.0,0.0
019.744890,0.0,0.0,0.0
019.795503,0.0,0.0,0.0
019.815639,0.0,0.0,0.0
019.886393,0.0,0.0,0.0
019.957172,0.0,0.0,0.0
020.027910,0.0,0.0,0.0
020.098676,0.0,0.0,0.0
020.169436,0.0,0.0,0.0
020.240212,0.0,0.0,0.0
020.310964,0.0,0.0,0.0
020.381736,0.0,0.0,0.0
020.452519,0.0,0.0,0.0
020.523271,0.0,0.0,0.0
020.594039,0.0,0.0,0.0
020.664779,0.0,0.0,0.0
020.735565,0.0,0.0,0.0
020.795520,0.0,0.0,0.0
020.806310,0.0,0.0,0.0
020.877087,0.0,0.0,0.0
020.947868,0.0,0.0,0.0
021.018624,0.0,0.0,0.0
021.089390,0.0,0.0,0.0
021.160158,0.0,0.0,0.0
021.230929,0.0,0.0,0.0
021.301674,0.0,0.0,0.0
021.372432,0.0,0.0,0.0
021.443210,0.0,0.0,0.0
021.513958,0.0,0.0,0.0
021.584732,0.0,0.0,0.0
021.655492,0.0,0.0,0.0
021.726272,0.0,0.0,0.0
021.795537,0.0,0.0,0.0
021.797011,0.0,0.0,0.0
021.867788,0.0,0.0,0.0
021.938555,0.0,0.0,0.0
022.009319,0.0,0.0,0.0
022.080083,0.0,0.0,0.0
022.150845,0.0,0.0,0.0
022.221628,0.0,0.0,0.0
022.292383,0.0,0.0,0.0
022.363150,0.0,0.0,0.0
022.433923,0.0,0.0,0.0
022.504688,0.0,0.0,0.0
022.575443,0.0,0.0,0.0
022.646208,0.0,0.0,0.0
022.716985,0.0,0.0,0.0
022.787731,0.0,0.0,0.0
022.795541,0.0,0.0,0.0
022.858501,0.0,0.0,0.0
022.929270,0.0,0.0,0.0
023.000029,0.0,0.0,0.0
023.070770,0.0,0.0,0.0
023.141522,0.0,0.0,0.0
023.212300,0.0,0.0,0.0
023.283049,0.0,0.0,0.0
023.353807,0.0,0.0,0.0
023.424583,0.0,0.0,0.0
023.495341,0.0,0.0,0.0
023.566089,0.0,0.0,0.0
023.636839,0.0,0.0,0.0
023.707610,0.0,0.0,0.0
023.778351,0.0,0.0,0.0
023.795551,0.0,0.0,0.0
023.849126,0.0,0.0,0.0
023.919869,0.0,0.0,0.0
023.990637,0.0,0.0,0.0
024.061380,0.0,0.0,0.0
024.132125,0.0,0.0,0.0
024.202893,0.0,0.0,0.0
024.273640,0.0,0.0,0.0
024.344387,0.0,0.0,0.0
024.415144,0.0,0.0,0.0
024.485905,0.0,0.0,0.0
024.556642,0.0,0.0,0.0
024.627393,0.0,0.0,0.0
024.698156,0.0,0.0,0.0
024.768894,0.0,0.0,0.0
024.795574,0.0,0.0,0.0
024.839650,0.0,0.0,0.0
024.910405,0.0,0.0,0.0
024.981168,0.0,0.0,0.0
025.051922,0.0,0.0,0.0
025.122652,0.0,0.0,0.0
025.193406,0.0,0.0,0.0
025.264132,0.0,0.0,0.0
025.334870,0.0,0.0,0.0
025.405620,0.0,0.0,0.0
025.476374,0.0,0.0,0.0
025.547114,0.0,0.0,0.0
025.617857,0.0,0.0,0.0
025.688605,0.0,0.0,0.0
025.759345,0.0,0.0,0.0
025.795586,0.0,0.0,0.0
025.830094,0.0,0.0,0.0
025.900823,0.0,0.0,0.0
025.971576,0.0,0.0,0.0
026.042313,0.0,0.0,0.0
026.113055,0.0,0.0,0.0
026.183818,0.0,0.0,0.0
026.254566,0.0,0.0,0.0
026.325323,0.0,0.0,0.0
026.396076,0.0,0.0,0.0
026.466841,0.0,0.0,0.0
026.537589,0.0,0.0,0.0
026.608341,0.0,0.0,0.0
026.679104,0.0,0.0,0.0
026.749854,0.0,0.0,0.0
026.795604,0.0,0.0,0.0
026.820598,0.0,0.0,0.0
026.891346,0.0,0.0,0.0
026.962112,0.0,0.0,0.0
027.032861,0.0,0.0,0.0
027.103618,0.0,0.0,0.0
027.174402,0.0,0.0,0.0
