timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction
2022/9/16 12:33:19, 22.16, 40.42, 863.48, 0.0, 11.87
2022/9/16 12:33:20, 22.15, 40.43, 863.46, 0.0, 11.91
2022/9/16 12:33:21, 22.17, 40.43, 863.47, 0.0, 11.93
2022/9/16 12:33:22, 22.16, 40.43, 863.49, 0.0, 11.91
2022/9/16 12:33:23, 22.16, 40.43, 863.48, 0.0, 11.91
2022/9/16 12:33:24, 22.17, 40.43, 863.48, 0.0, 11.89
2022/9/16 12:33:25, 22.18, 40.43, 863.49, 0.0, 11.89
2022/9/16 12:33:26, 22.17, 40.43, 863.48, 0.0, 11.91
2022/9/16 12:33:27, 22.16, 40.42, 863.5, 0.0, 11.87
2022/9/16 12:33:28, 22.18, 40.42, 863.51, 0.0, 11.91
2022/9/16 12:33:29, 22.17, 40.42, 863.48, 0.0, 11.91
2022/9/16 12:33:30, 22.17, 40.42, 863.49, 0.0, 11.91
2022/9/16 12:33:31, 22.18, 40.42, 863.49, 0.0, 11.93
2022/9/16 12:33:32, 22.18, 40.42, 863.49, 0.0, 11.89
2022/9/16 12:33:33, 22.18, 40.41, 863.51, 0.0, 11.91
2022/9/16 12:33:34, 22.18, 40.45, 863.5, 0.0, 11.87
2022/9/16 12:33:35, 22.18, 40.45, 863.5, 0.0, 11.93
2022/9/16 12:33:36, 22.18, 40.46, 863.52, 0.0, 11.91
2022/9/16 12:33:37, 22.17, 40.44, 863.49, 0.0, 11.91
2022/9/16 12:33:38, 22.18, 40.43, 863.47, 0.0, 11.91
2022/9/16 12:33:39, 22.18, 40.43, 863.48, 0.0, 11.93
2022/9/16 12:33:40, 22.18, 40.43, 863.49, 0.0, 11.89
2022/9/16 12:33:41, 22.19, 40.41, 863.52, 0.0, 11.87
2022/9/16 12:33:42, 22.18, 40.4, 863.48, 0.0, 11.87
2022/9/16 12:33:43, 22.18, 40.4, 863.46, 0.0, 11.87
2022/9/16 12:33:44, 22.19, 40.4, 863.49, 0.0, 11.98
2022/9/16 12:33:45, 22.2, 40.4, 863.51, 0.0, 11.95
2022/9/16 12:33:46, 22.19, 40.4, 863.52, 0.0, 11.87
2022/9/16 12:33:47, 22.18, 40.39, 863.47, 0.0, 11.93
2022/9/16 12:33:48, 22.19, 40.38, 863.48, 0.0, 11.91
2022/9/16 12:33:49, 22.19, 40.38, 863.47, 0.0, 11.89
2022/9/16 12:33:50, 22.19, 40.38, 863.48, 0.0, 11.84
2022/9/16 12:33:51, 22.18, 40.38, 863.47, 0.0, 11.93
2022/9/16 12:33:52, 22.19, 40.38, 863.5, 0.0, 11.91
2022/9/16 12:33:53, 22.19, 40.37, 863.48, 0.0, 11.8
2022/9/16 12:33:54, 22.19, 40.36, 863.48, 0.0, 11.91
2022/9/16 12:33:55, 22.2, 40.36, 863.5, 0.0, 11.95
2022/9/16 12:33:56, 22.19, 40.35, 863.5, 0.0, 11.87
2022/9/16 12:33:57, 22.19, 40.35, 863.49, 0.0, 11.91
2022/9/16 12:33:58, 22.19, 40.33, 863.48, 0.0, 11.89
2022/9/16 12:33:59, 22.19, 40.26, 863.49, 0.0, 11.89
2022/9/16 12:34:0, 22.19, 40.24, 863.49, 0.0, 11.89
2022/9/16 12:34:1, 22.2, 40.16, 863.49, 0.0, 11.87
2022/9/16 12:34:2, 22.19, 40.13, 863.47, 0.0, 11.89
2022/9/16 12:34:3, 22.19, 40.12, 863.49, 0.0, 11.93
2022/9/16 12:34:4, 22.19, 40.1, 863.46, 0.0, 11.87
