timestamp,heartrate
2025-06-13T14:51:02.578297,97.0
2025-06-13T14:51:06.983573,97.0
2025-06-13T14:51:07.990330,96.0
2025-06-13T14:51:08.486771,95.0
2025-06-13T14:51:08.727559,95.0
2025-06-13T14:51:09.722710,96.0
2025-06-13T14:51:13.657709,97.0
2025-06-13T14:51:13.903752,97.0
2025-06-13T14:51:36.071261,98.0
2025-06-13T14:51:36.816767,97.0
2025-06-13T14:51:39.023993,96.0
2025-06-13T14:51:41.245963,97.0
2025-06-13T14:51:41.734257,97.0
2025-06-13T14:51:44.689295,99.0
2025-06-13T14:51:45.916655,99.0
2025-06-13T14:51:47.397501,99.0
2025-06-13T14:51:47.889905,99.0
2025-06-13T14:51:48.382540,99.0
2025-06-13T14:51:48.629649,98.0
2025-06-13T14:51:49.124656,98.0
2025-06-13T14:51:49.614206,98.0
2025-06-13T14:51:51.601194,101.0
2025-06-13T14:51:51.844841,101.0
2025-06-13T14:51:53.315703,102.0
2025-06-13T14:51:54.293523,102.0
2025-06-13T14:51:54.786566,102.0
2025-06-13T14:51:56.511377,102.0
2025-06-13T14:51:57.498575,102.0
2025-06-13T14:51:58.235665,102.0
2025-06-13T14:52:05.376800,100.0
2025-06-13T14:52:07.597554,99.0
2025-06-13T14:52:07.847730,99.0
2025-06-13T14:52:09.823636,98.0
2025-06-13T14:52:10.548618,98.0
2025-06-13T14:52:11.528820,97.0
2025-06-13T14:52:12.027162,97.0
2025-06-13T14:52:13.502862,95.0
2025-06-13T14:52:13.995322,95.0
2025-06-13T14:52:14.241836,95.0
2025-06-13T14:52:14.488221,95.0
2025-06-13T14:52:14.734088,95.0
2025-06-13T14:52:15.725729,95.0
2025-06-13T14:52:16.704400,95.0
2025-06-13T14:52:16.951612,95.0
2025-06-13T14:52:17.689587,95.0
2025-06-13T14:52:17.936312,96.0
2025-06-13T14:52:20.646260,95.0
2025-06-13T14:52:28.280832,96.0
2025-06-13T14:52:28.526568,96.0
2025-06-13T14:52:30.006421,97.0
2025-06-13T14:52:30.498109,97.0
2025-06-13T14:52:32.220907,97.0
2025-06-13T14:52:33.699230,98.0
2025-06-13T14:52:36.656624,100.0
2025-06-13T14:52:36.904815,100.0
2025-06-13T14:52:39.117977,102.0
2025-06-13T14:52:39.610993,102.0
2025-06-13T14:52:39.856524,103.0
2025-06-13T14:52:40.101484,103.0
2025-06-13T14:52:40.348635,103.0
2025-06-13T14:52:40.841908,102.0
2025-06-13T14:52:41.334662,102.0
2025-06-13T14:52:41.828327,102.0
2025-06-13T14:52:42.321262,102.0
2025-06-13T14:52:42.811128,102.0
2025-06-13T14:52:43.057640,102.0
2025-06-13T14:52:43.309774,101.0
2025-06-13T14:52:43.548968,101.0
2025-06-13T14:52:44.031445,100.0
2025-06-13T14:52:45.035229,100.0
2025-06-13T14:52:45.523199,100.0
2025-06-13T14:52:46.255479,99.0
2025-06-13T14:52:46.506381,100.0
2025-06-13T14:52:46.751296,100.0
2025-06-13T14:52:47.243377,100.0
2025-06-13T14:52:47.741534,100.0
2025-06-13T14:52:48.229869,100.0
2025-06-13T14:52:48.727900,101.0
2025-06-13T14:52:49.218657,101.0
2025-06-13T14:52:49.464457,101.0
2025-06-13T14:52:49.711673,101.0
2025-06-13T14:52:49.963265,101.0
2025-06-13T14:52:50.203709,101.0
2025-06-13T14:52:50.451297,101.0
2025-06-13T14:52:50.939431,101.0
2025-06-13T14:52:51.434217,102.0
2025-06-13T14:52:51.923475,102.0
2025-06-13T14:52:52.419835,102.0
2025-06-13T14:52:52.907820,102.0
2025-06-13T14:52:53.154891,102.0
2025-06-13T14:52:53.400796,102.0
2025-06-13T14:52:53.649257,102.0
2025-06-13T14:52:54.139442,102.0
2025-06-13T14:52:54.631865,102.0
2025-06-13T14:52:55.131547,102.0
2025-06-13T14:52:55.619568,102.0
2025-06-13T14:52:56.109268,102.0
2025-06-13T14:52:56.356968,102.0
2025-06-13T14:52:56.603040,102.0
2025-06-13T14:52:56.853384,102.0
2025-06-13T14:52:57.342556,102.0
2025-06-13T14:52:57.835087,103.0
2025-06-13T14:52:58.327009,103.0
2025-06-13T14:52:59.310904,104.0
2025-06-13T14:52:59.558429,104.0
2025-06-13T14:52:59.800463,104.0
2025-06-13T14:53:00.051581,104.0
2025-06-13T14:53:01.036698,105.0
2025-06-13T14:53:01.529825,106.0
2025-06-13T14:53:02.023419,107.0
2025-06-13T14:53:02.523033,108.0
2025-06-13T14:53:02.759930,108.0
2025-06-13T14:53:03.016386,108.0
2025-06-13T14:53:03.263669,108.0
2025-06-13T14:53:03.741635,108.0
2025-06-13T14:53:04.733091,108.0
2025-06-13T14:53:05.223862,108.0
2025-06-13T14:53:05.717356,108.0
2025-06-13T14:53:05.959903,108.0
2025-06-13T14:53:06.210130,108.0
2025-06-13T14:53:06.454390,108.0
2025-06-13T14:53:07.437631,108.0
2025-06-13T14:53:07.930772,109.0
2025-06-13T14:53:08.423529,109.0
2025-06-13T14:53:08.927325,109.0
2025-06-13T14:53:09.168153,109.0
2025-06-13T14:53:09.417838,109.0
2025-06-13T14:53:09.665577,109.0
2025-06-13T14:53:10.158301,109.0
2025-06-13T14:53:10.641327,109.0
2025-06-13T14:53:11.133935,109.0
2025-06-13T14:53:11.624601,108.0
2025-06-13T14:53:12.121987,108.0
2025-06-13T14:53:12.365179,108.0
2025-06-13T14:53:12.613410,108.0
2025-06-13T14:53:12.858864,108.0
2025-06-13T14:53:13.352489,108.0
2025-06-13T14:53:13.842008,108.0
2025-06-13T14:53:14.334780,107.0
2025-06-13T14:53:14.827818,107.0
2025-06-13T14:53:15.322539,107.0
2025-06-13T14:53:15.567117,107.0
2025-06-13T14:53:15.814714,107.0
2025-06-13T14:53:16.060138,107.0
2025-06-13T14:53:16.550040,107.0
2025-06-13T14:53:17.044574,107.0
2025-06-13T14:53:17.531142,108.0
2025-06-13T14:53:18.039521,108.0
2025-06-13T14:53:18.520988,109.0
2025-06-13T14:53:18.770133,109.0
2025-06-13T14:53:19.012866,109.0
2025-06-13T14:53:19.265785,109.0
2025-06-13T14:53:19.752821,110.0
2025-06-13T14:53:20.232615,110.0
2025-06-13T14:53:20.740301,111.0
2025-06-13T14:53:21.236767,111.0
2025-06-13T14:53:21.716519,111.0
2025-06-13T14:53:21.989377,111.0
2025-06-13T14:53:22.443060,111.0
2025-06-13T14:53:22.692651,111.0
2025-06-13T14:53:22.933321,111.0
2025-06-13T14:53:23.934600,111.0
2025-06-13T14:53:24.430635,111.0
2025-06-13T14:53:24.925660,111.0
2025-06-13T14:53:25.175717,111.0
2025-06-13T14:53:25.427148,111.0
2025-06-13T14:53:25.663083,111.0
2025-06-13T14:53:25.914604,110.0
2025-06-13T14:53:26.162587,110.0
2025-06-13T14:53:26.657959,110.0
2025-06-13T14:53:27.149797,110.0
2025-06-13T14:53:27.633143,109.0
2025-06-13T14:53:28.134835,109.0
2025-06-13T14:53:28.620662,110.0
2025-06-13T14:53:28.865462,110.0
2025-06-13T14:53:29.110454,110.0
2025-06-13T14:53:29.360080,110.0
2025-06-13T14:53:29.849312,110.0
2025-06-13T14:53:30.343019,110.0
2025-06-13T14:53:30.837888,110.0
2025-06-13T14:53:31.328640,110.0
2025-06-13T14:53:31.824478,111.0
2025-06-13T14:53:32.049321,111.0
2025-06-13T14:53:32.290945,110.0
2025-06-13T14:53:32.537242,110.0
2025-06-13T14:53:33.051249,110.0
2025-06-13T14:53:33.548821,110.0
2025-06-13T14:53:34.040547,110.0
2025-06-13T14:53:34.529040,110.0
2025-06-13T14:53:35.028517,110.0
2025-06-13T14:53:35.269438,109.0
2025-06-13T14:53:35.520905,109.0
2025-06-13T14:53:35.762861,109.0
2025-06-13T14:53:36.253736,109.0
2025-06-13T14:53:36.746261,109.0
2025-06-13T14:53:37.240550,109.0
2025-06-13T14:53:37.731672,109.0
2025-06-13T14:53:38.224187,109.0
2025-06-13T14:53:38.446702,108.0
2025-06-13T14:53:38.692073,108.0
2025-06-13T14:53:38.969895,109.0
2025-06-13T14:53:39.464101,109.0
2025-06-13T14:53:39.951061,109.0
2025-06-13T14:53:40.935414,109.0
2025-06-13T14:53:41.424628,109.0
2025-06-13T14:53:41.677271,109.0
2025-06-13T14:53:41.917484,109.0
2025-06-13T14:53:42.163942,109.0
2025-06-13T14:53:42.658514,109.0
2025-06-13T14:53:43.149385,109.0
2025-06-13T14:53:43.642279,109.0
2025-06-13T14:53:44.134149,109.0
2025-06-13T14:53:44.628446,108.0
2025-06-13T14:53:44.871956,108.0
2025-06-13T14:53:45.119917,108.0
2025-06-13T14:53:45.372656,108.0
2025-06-13T14:53:45.861327,107.0
2025-06-13T14:53:46.350441,107.0
2025-06-13T14:53:46.844785,106.0
2025-06-13T14:53:47.339491,106.0
2025-06-13T14:53:47.830606,106.0
2025-06-13T14:53:48.077616,107.0
2025-06-13T14:53:48.320028,107.0
2025-06-13T14:53:48.568513,107.0
2025-06-13T14:53:49.059129,107.0
2025-06-13T14:53:49.554162,107.0
2025-06-13T14:53:50.045251,107.0
2025-06-13T14:53:50.537569,106.0
2025-06-13T14:53:51.028913,106.0
2025-06-13T14:53:51.277980,107.0
2025-06-13T14:53:51.525723,107.0
2025-06-13T14:53:51.769643,107.0
2025-06-13T14:53:52.265682,107.0
2025-06-13T14:53:52.752599,107.0
