timestamp,heartrate
2024-09-10T01:32:40.059062,123.0
2024-09-10T01:32:43.504356,123.0
2024-09-10T01:32:45.475184,121.0
2024-09-10T01:32:48.671177,118.0
2024-09-10T01:32:51.878265,117.0
2024-09-10T01:34:29.393781,127.0
2024-09-10T01:34:31.128160,126.0
2024-09-10T01:34:32.359939,124.0
2024-09-10T01:34:33.836561,120.0
2024-09-10T01:35:11.025181,112.0
2024-09-10T01:35:11.763268,113.0
2024-09-10T01:35:12.256012,115.0
2024-09-10T01:35:12.994613,115.0
2024-09-10T01:35:13.984694,116.0
2024-09-10T01:35:14.964715,115.0
2024-09-10T01:35:15.457243,115.0
2024-09-10T01:35:16.688792,115.0
2024-09-10T01:35:27.525131,121.0
2024-09-10T01:35:28.264141,121.0
2024-09-10T01:35:28.758713,121.0
2024-09-10T01:35:29.987705,122.0
2024-09-10T01:35:30.480258,122.0
2024-09-10T01:35:31.957907,122.0
2024-09-10T01:35:33.682143,122.0
2024-09-10T01:35:37.375869,125.0
2024-09-10T01:35:37.868539,125.0
2024-09-10T01:35:38.361593,125.0
2024-09-10T01:35:38.855179,126.0
2024-09-10T01:35:41.557474,127.0
2024-09-10T01:35:44.271637,125.0
2024-09-10T01:35:44.766100,125.0
