timestamp,hall_cadence,speed,distance
2024-05-29T16:23:52.845458,0.0,0.0,0.0
2024-05-29T16:24:01.548018,0.0,0.0,0.0
2024-05-29T16:24:02.789088,0.0,0.0,0.0
2024-05-29T16:24:03.276769,0.0,0.0,0.0
2024-05-29T16:24:03.530085,0.0,0.0,0.0
2024-05-29T16:24:04.272476,0.0,0.0,0.0
2024-05-29T16:24:05.021992,0.0,0.0,0.0
2024-05-29T16:24:08.484360,0.0,0.0,0.0
2024-05-29T16:24:08.979748,0.0,0.0,0.0
2024-05-29T16:24:10.710475,0.0,0.0,0.0
2024-05-29T16:24:11.457368,0.0,0.0,0.0
2024-05-29T16:24:12.200975,0.0,0.0,0.0
2024-05-29T16:24:13.934638,0.0,0.3618,5.8
2024-05-29T16:24:14.678066,0.0,12.3163,7.25
2024-05-29T16:25:47.337275,0.0,12.3163,23.2
2024-05-29T16:27:19.244522,0.0,12.3163,23.2
2024-05-29T16:27:19.739784,0.0,12.3163,23.2
2024-05-29T16:27:20.978133,0.0,12.3163,23.2
2024-05-29T16:27:23.466942,0.0,12.3163,23.2
2024-05-29T16:27:24.204767,0.0,12.3163,23.2
2024-05-29T16:27:26.677308,0.0,12.3163,23.2
2024-05-29T16:27:27.431015,0.0,12.3163,23.2
2024-05-29T16:27:27.678344,0.0,12.3163,23.2
2024-05-29T16:27:46.507546,0.0,12.3163,23.2
2024-05-29T16:30:33.986381,0.0,12.3163,23.2
2024-05-29T16:31:04.460083,0.0,12.3163,23.2
2024-05-29T16:31:05.698171,0.0,12.3163,23.2
2024-05-29T16:31:27.748791,0.0,12.3163,23.2
2024-05-29T16:31:28.243309,0.0,12.3163,23.2
2024-05-29T16:31:28.738886,0.0,12.3163,23.2
2024-05-29T16:31:29.482118,0.0,12.3163,23.2
2024-05-29T16:31:30.473276,0.0,12.3163,23.2
2024-05-29T16:31:31.216448,0.0,12.3163,23.2
2024-05-29T16:31:31.464126,0.0,12.3163,23.2
2024-05-29T16:31:42.117523,0.0,12.3163,23.2
2024-05-29T16:31:42.365249,0.0,12.3163,23.2
2024-05-29T16:31:43.108554,0.0,12.3163,23.2
2024-05-29T16:31:43.356327,0.0,12.3163,23.2
2024-05-29T16:31:43.851956,0.0,12.3163,23.2
2024-05-29T16:32:02.186188,0.0,12.3163,23.2
2024-05-29T16:32:02.680806,0.0,12.3163,23.2
2024-05-29T16:32:03.176322,0.0,12.3163,23.2
2024-05-29T16:32:04.167474,0.0,12.3163,23.2
2024-05-29T16:32:06.396835,0.0,12.3163,23.2
2024-05-29T16:32:09.617948,0.0,12.3163,23.2
2024-05-29T16:32:10.361001,0.0,12.3163,23.2
2024-05-29T16:32:12.838998,0.0,12.3163,23.2
2024-05-29T16:32:13.580578,0.0,12.3163,23.2
2024-05-29T16:32:14.315198,0.0,12.3163,23.2
2024-05-29T16:32:15.316149,0.0,12.3163,23.2
2024-05-29T16:32:16.059499,0.0,12.3163,23.2
2024-05-29T16:32:16.797517,0.0,12.3163,23.2
2024-05-29T16:32:17.050308,0.0,12.3163,23.2
2024-05-29T16:32:17.546124,0.0,12.3163,23.2
2024-05-29T16:32:18.536693,0.0,12.3163,23.2
2024-05-29T16:32:20.023282,0.0,12.3163,23.2
2024-05-29T16:32:21.510206,0.0,12.3163,23.2
2024-05-29T16:32:23.488420,0.0,12.3163,23.2
2024-05-29T16:32:23.987283,0.0,12.3163,23.2
2024-05-29T16:32:24.730635,0.0,12.3163,23.2
2024-05-29T16:32:26.464732,0.0,12.3163,23.2
2024-05-29T16:32:32.655821,0.0,12.3163,23.2
2024-05-29T16:32:32.898230,0.0,12.3163,23.2
2024-05-29T16:32:49.496727,0.0,12.3163,23.2
2024-05-29T16:32:49.991070,0.0,12.3163,23.2
2024-05-29T16:33:07.081440,0.0,12.3163,23.2
2024-05-29T16:33:08.077071,0.0,12.3163,23.2
2024-05-29T16:33:08.820246,0.0,12.3163,23.2
2024-05-29T16:33:09.821239,0.0,12.3163,23.2
2024-05-29T16:33:11.308074,0.0,12.3163,23.2
2024-05-29T16:33:13.042999,0.0,12.3163,23.2
2024-05-29T16:33:14.029396,0.0,12.3163,23.2
2024-05-29T16:33:15.271981,0.0,12.3163,23.2
2024-05-29T16:33:15.519420,0.0,12.3163,23.2
2024-05-29T16:33:16.262605,0.0,12.3163,23.2
2024-05-29T16:33:23.938718,0.0,12.3163,23.2
2024-05-29T16:33:25.181681,0.0,12.3163,23.2
2024-05-29T16:34:25.633250,0.0,12.3163,23.2
2024-05-29T16:35:03.286644,0.0,12.3163,23.2
2024-05-29T16:35:03.524776,0.0,12.3163,23.2
2024-05-29T16:35:05.025506,0.0,12.3163,23.2
2024-05-29T16:35:06.759497,0.0,12.3163,23.2
2024-05-29T16:35:09.484658,0.0,12.3163,23.2
2024-05-29T16:35:12.458061,0.0,12.3163,23.2
2024-05-29T16:35:13.944157,0.0,12.3163,23.2
2024-05-29T16:35:15.431384,0.0,12.3163,23.2
2024-05-29T16:35:16.669419,0.0,12.3163,23.2
2024-05-29T16:35:19.632322,0.0,12.3163,23.2
2024-05-29T16:35:20.634307,0.0,12.3163,23.2
2024-05-29T16:35:23.111325,0.0,12.3163,23.2
2024-05-29T16:35:25.093467,0.0,12.3163,23.2
2024-05-29T16:35:25.340780,0.0,12.3163,23.2
2024-05-29T16:35:26.084179,0.0,12.3163,23.2
