timestamp,power,instant_power,cadence
2025-05-24T15:29:05.847290,0.0,0.0,0.0
2025-05-24T15:29:06.346375,0.0,0.0,0.0
2025-05-24T15:29:06.595941,0.0,0.0,0.0
2025-05-24T15:29:07.095350,0.0,0.0,0.0
2025-05-24T15:29:08.593537,6.0,26.0,39.0
2025-05-24T15:29:09.342845,10.0,26.0,39.0
2025-05-24T15:29:11.090485,16.0,29.0,40.0
2025-05-24T15:29:11.589963,16.0,29.0,40.0
2025-05-24T15:29:13.337741,16.0,0.0,0.0
2025-05-24T15:29:14.336559,16.0,0.0,0.0
2025-05-24T15:29:15.585095,16.0,0.0,0.0
2025-05-24T15:29:16.583868,16.0,0.0,0.0
2025-05-24T15:29:16.833645,11.0,0.0,0.0
2025-05-24T15:29:17.832605,11.0,0.0,0.0
2025-05-24T15:29:18.082340,11.0,0.0,0.0
2025-05-24T15:29:18.331732,6.0,0.0,0.0
2025-05-24T15:29:19.080878,6.0,0.0,0.0
2025-05-24T15:29:20.329330,6.0,0.0,0.0
2025-05-24T15:29:20.579285,6.0,0.0,0.0
2025-05-24T15:29:20.830776,0.0,0.0,0.0
2025-05-24T15:29:21.578085,0.0,0.0,0.0
2025-05-24T15:29:22.576862,0.0,0.0,0.0
2025-05-24T15:29:22.826575,0.0,0.0,0.0
2025-05-24T15:29:23.076426,0.0,0.0,0.0
2025-05-24T15:29:23.325887,0.0,0.0,0.0
2025-05-24T15:29:24.829401,0.0,0.0,0.0
2025-05-24T15:29:25.323363,0.0,0.0,0.0
2025-05-24T15:29:25.573056,0.0,0.0,0.0
2025-05-24T15:29:25.825824,0.0,0.0,0.0
2025-05-24T15:29:27.570653,0.0,0.0,0.0
2025-05-24T15:29:27.821950,0.0,0.0,0.0
2025-05-24T15:29:28.070236,0.0,0.0,0.0
2025-05-24T15:29:28.569418,0.0,0.0,0.0
2025-05-24T15:29:29.568481,0.0,0.0,0.0
2025-05-24T15:29:29.821447,0.0,0.0,0.0
2025-05-24T15:29:30.064830,0.0,0.0,0.0
2025-05-24T15:29:31.819242,0.0,0.0,0.0
2025-05-24T15:29:32.314937,0.0,0.0,0.0
2025-05-24T15:29:32.564577,0.0,0.0,0.0
2025-05-24T15:29:34.314151,0.0,0.0,0.0
2025-05-24T15:29:34.814820,0.0,0.0,0.0
2025-05-24T15:29:35.061569,0.0,0.0,0.0
2025-05-24T15:29:36.564883,0.0,0.0,0.0
2025-05-24T15:29:37.558713,0.0,0.0,0.0
2025-05-24T15:29:39.056864,0.0,0.0,0.0
2025-05-24T15:29:39.807160,0.0,0.0,0.0
2025-05-24T15:29:40.055532,0.0,0.0,0.0
2025-05-24T15:29:41.309083,0.0,0.0,0.0
2025-05-24T15:29:41.553822,0.0,0.0,0.0
2025-05-24T15:29:42.552547,0.0,0.0,0.0
2025-05-24T15:29:43.552744,0.0,0.0,0.0
2025-05-24T15:29:43.803825,0.0,0.0,0.0
2025-05-24T15:29:44.051722,0.0,0.0,0.0
2025-05-24T15:29:44.550533,0.0,0.0,0.0
2025-05-24T15:29:44.805414,0.0,0.0,0.0
2025-05-24T15:29:46.049748,0.0,0.0,0.0
2025-05-24T15:29:46.547961,0.0,0.0,0.0
2025-05-24T15:29:47.047130,0.0,0.0,0.0
2025-05-24T15:29:48.296271,0.0,0.0,0.0
2025-05-24T15:29:48.546022,0.0,0.0,0.0
2025-05-24T15:29:48.797588,0.0,0.0,0.0
2025-05-24T15:29:49.047001,0.0,0.0,0.0
2025-05-24T15:29:50.543241,0.0,0.0,0.0
2025-05-24T15:29:51.043022,0.0,0.0,0.0
2025-05-24T15:29:51.292402,0.0,0.0,0.0
2025-05-24T15:29:51.792111,0.0,0.0,0.0
2025-05-24T15:29:53.042142,0.0,0.0,0.0
2025-05-24T15:29:53.290685,0.0,0.0,0.0
2025-05-24T15:29:55.287943,0.0,0.0,0.0
2025-05-24T15:29:55.537946,0.0,0.0,0.0
2025-05-24T15:29:56.286416,0.0,0.0,0.0
2025-05-24T15:29:57.534646,0.0,0.0,0.0
2025-05-24T15:29:58.284210,0.0,0.0,0.0
2025-05-24T15:29:58.783642,0.0,0.0,0.0
2025-05-24T15:30:00.282632,0.0,0.0,0.0
2025-05-24T15:30:00.533214,0.0,0.0,0.0
2025-05-24T15:30:00.781257,0.0,0.0,0.0
2025-05-24T15:30:02.279004,0.0,0.0,0.0
2025-05-24T15:30:03.028012,0.0,0.0,0.0
2025-05-24T15:30:03.277920,0.0,0.0,0.0
2025-05-24T15:30:04.526876,0.0,0.0,0.0
2025-05-24T15:30:05.027062,0.0,0.0,0.0
2025-05-24T15:30:07.023204,0.0,0.0,0.0
2025-05-24T15:30:07.272969,0.0,0.0,0.0
2025-05-24T15:30:13.515329,0.0,0.0,0.0
2025-05-24T15:30:14.014613,0.0,0.0,0.0
2025-05-24T15:30:14.264315,0.0,0.0,0.0
2025-05-24T15:30:14.514166,0.0,0.0,0.0
2025-05-24T15:30:15.013353,0.0,0.0,0.0
2025-05-24T15:30:15.263036,0.0,0.0,0.0
2025-05-24T15:30:16.262686,0.0,0.0,0.0
2025-05-24T15:30:16.512101,0.0,0.0,0.0
2025-05-24T15:30:17.510299,0.0,0.0,0.0
2025-05-24T15:30:18.509148,0.0,0.0,0.0
2025-05-24T15:30:18.759030,0.0,0.0,0.0
2025-05-24T15:30:19.009010,0.0,0.0,0.0
2025-05-24T15:30:19.507985,0.0,0.0,0.0
2025-05-24T15:30:21.006190,0.0,0.0,0.0
2025-05-24T15:30:21.255836,0.0,0.0,0.0
2025-05-24T15:30:21.505722,0.0,0.0,0.0
2025-05-24T15:30:22.254545,0.0,0.0,0.0
2025-05-24T15:30:23.253367,0.0,0.0,0.0
2025-05-24T15:30:23.752889,0.0,0.0,0.0
2025-05-24T15:30:24.002718,0.0,0.0,0.0
2025-05-24T15:30:25.750349,0.0,0.0,0.0
2025-05-24T15:30:26.249833,0.0,0.0,0.0
2025-05-24T15:30:26.499601,0.0,0.0,0.0
2025-05-24T15:30:27.997590,0.0,0.0,0.0
2025-05-24T15:30:28.746714,0.0,0.0,0.0
2025-05-24T15:30:28.996577,0.0,0.0,0.0
2025-05-24T15:30:30.244947,0.0,0.0,0.0
2025-05-24T15:30:30.494660,0.0,0.0,0.0
2025-05-24T15:30:31.243655,0.0,0.0,0.0
2025-05-24T15:30:31.493634,0.0,0.0,0.0
2025-05-24T15:30:32.991628,0.0,0.0,0.0
2025-05-24T15:30:33.740686,0.0,0.0,0.0
2025-05-24T15:30:34.989162,0.0,0.0,0.0
2025-05-24T15:30:35.239027,0.0,0.0,0.0
2025-05-24T15:30:35.488595,0.0,0.0,0.0
2025-05-24T15:30:37.236449,0.0,0.0,0.0
2025-05-24T15:30:37.486204,0.0,0.0,0.0
2025-05-24T15:30:37.735850,0.0,0.0,0.0
2025-05-24T15:30:38.230269,0.0,0.0,0.0
2025-05-24T15:30:38.484989,0.0,0.0,0.0
2025-05-24T15:30:39.733428,0.0,0.0,0.0
2025-05-24T15:30:40.737084,0.0,0.0,0.0
