timestamp;umidità;temperatura
2025-09-13 13:19:29.676;59.4;26.9
2025-09-13 13:19:39.676;61.5;27.3
2025-09-13 13:19:49.676;68.0;27.6
2025-09-13 13:19:59.676;74.1;27.6
2025-09-13 13:20:09.676;76.4;27.4
2025-09-13 13:20:19.676;69.2;27.4
2025-09-13 13:20:29.676;66.2;27.6
2025-09-13 13:20:39.676;64.2;27.6
2025-09-13 13:20:49.676;61.5;27.6
2025-09-13 13:20:59.676;61.7;27.6
2025-09-13 13:21:09.676;61.1;27.6
2025-09-13 13:21:19.676;58.7;27.5
2025-09-13 13:21:29.676;57.7;27.4
2025-09-13 13:21:39.676;58.0;27.3
2025-09-13 13:21:49.676;59.0;27.3
2025-09-13 13:21:59.676;58.8;27.3
2025-09-13 13:22:09.676;58.8;27.3
2025-09-13 13:22:19.676;63.5;27.5
2025-09-13 13:22:29.676;63.3;27.4
2025-09-13 13:22:39.676;61.8;27.4
2025-09-13 13:22:49.676;64.5;27.4
2025-09-13 13:22:59.676;62.3;27.3
2025-09-13 13:23:09.676;60.9;27.3
2025-09-13 13:23:19.676;63.3;27.3
2025-09-13 13:23:29.676;68.3;27.2
2025-09-13 13:23:39.676;63.5;27.1
2025-09-13 13:23:49.676;60.1;27.1
2025-09-13 13:23:59.676;58.8;27.1
2025-09-13 13:24:09.676;59.8;27.1
2025-09-13 13:24:19.676;60.7;27.1
2025-09-13 13:24:29.676;60.5;27.1
2025-09-13 13:24:39.676;59.2;27.1
2025-09-13 13:24:49.676;58.4;27.1
2025-09-13 13:24:59.676;57.5;27.0
2025-09-13 13:25:09.676;56.8;27.0
2025-09-13 13:25:19.676;56.9;27.0
2025-09-13 13:25:29.676;57.0;27.0
2025-09-13 13:25:39.676;57.0;27.0
2025-09-13 13:25:49.676;57.1;26.9
2025-09-13 13:25:59.676;57.0;26.9
2025-09-13 13:26:09.676;57.2;26.9
2025-09-13 13:26:19.676;57.5;26.9
2025-09-13 13:26:29.676;57.6;26.9
2025-09-13 13:26:39.676;57.3;26.9
2025-09-13 13:26:49.676;57.1;26.9
2025-09-13 13:26:59.676;57.0;26.9
2025-09-13 13:27:09.676;57.4;26.9
2025-09-13 13:27:19.676;57.8;26.8
2025-09-13 13:27:29.676;58.0;26.8
2025-09-13 13:27:39.676;58.2;26.8
2025-09-13 13:27:49.676;58.6;26.8
2025-09-13 13:27:59.676;58.6;26.8
2025-09-13 13:28:09.676;58.2;26.8
2025-09-13 13:28:19.676;58.5;26.8
2025-09-13 13:28:29.676;58.1;26.7
2025-09-13 13:28:39.676;58.6;26.7
2025-09-13 13:28:49.676;59.2;26.6
2025-09-13 13:28:59.676;59.6;26.6
2025-09-13 13:29:09.676;59.3;26.6
2025-09-13 13:29:19.676;59.2;26.6
2025-09-13 13:29:29.676;58.8;26.6
2025-09-13 13:29:39.676;59.0;26.6
2025-09-13 13:29:49.676;59.6;26.6
2025-09-13 13:29:59.676;59.7;26.6
2025-09-13 13:30:09.676;59.8;26.5
2025-09-13 13:30:19.676;59.7;26.5
2025-09-13 13:30:29.676;59.7;26.5
2025-09-13 13:30:39.676;59.7;26.5
2025-09-13 13:30:49.676;59.7;26.5
2025-09-13 13:30:59.676;60.2;26.5
2025-09-13 13:31:09.676;60.3;26.5
2025-09-13 13:31:19.676;59.9;26.5
2025-09-13 13:31:29.676;60.2;26.4
2025-09-13 13:31:39.676;60.3;26.4
2025-09-13 13:31:49.676;60.0;26.4
2025-09-13 13:31:59.676;59.8;26.4
2025-09-13 13:32:09.676;59.2;26.4
2025-09-13 13:32:19.676;59.0;26.4
2025-09-13 13:32:29.676;59.6;26.4
2025-09-13 13:32:39.676;60.0;26.3
2025-09-13 13:32:49.676;60.4;26.3
2025-09-13 13:32:59.676;60.6;26.3
2025-09-13 13:33:09.676;60.3;26.3
2025-09-13 13:33:19.676;59.8;26.3
2025-09-13 13:33:29.676;60.0;26.3
2025-09-13 13:33:39.676;59.9;26.3
2025-09-13 13:33:49.676;59.6;26.3
2025-09-13 13:33:59.676;59.3;26.2
2025-09-13 13:34:09.676;59.0;26.2
2025-09-13 13:34:19.676;59.0;26.2
