timestamp;umidità;temperatura
2025-09-13 13:20:55.719;64.0;27.4
2025-09-13 13:21:05.719;62.7;27.6
2025-09-13 13:21:15.719;62.2;27.9
2025-09-13 13:21:25.719;63.6;27.8
2025-09-13 13:21:35.719;65.8;27.8
2025-09-13 13:21:45.719;62.1;27.8
2025-09-13 13:21:55.719;65.5;27.9
2025-09-13 13:22:05.719;64.1;28.0
2025-09-13 13:22:15.719;67.8;28.1
2025-09-13 13:22:25.719;65.1;28.2
2025-09-13 13:22:35.719;61.2;28.1
2025-09-13 13:22:45.719;58.9;28.1
2025-09-13 13:22:55.719;58.6;28.1
2025-09-13 13:23:05.719;58.7;28.1
2025-09-13 13:23:15.719;58.7;28.0
2025-09-13 13:23:25.719;58.6;28.0
2025-09-13 13:23:35.719;59.5;28.0
2025-09-13 13:23:45.719;59.8;28.0
2025-09-13 13:23:55.719;57.8;28.0
2025-09-13 13:24:05.719;56.8;28.0
2025-09-13 13:24:15.719;56.5;28.0
2025-09-13 13:24:25.719;57.0;28.0
2025-09-13 13:24:35.719;56.7;28.0
2025-09-13 13:24:45.719;57.5;28.0
2025-09-13 13:24:55.719;56.6;28.0
2025-09-13 13:25:05.719;56.5;28.0
2025-09-13 13:25:15.719;56.1;28.0
2025-09-13 13:25:25.719;55.9;28.0
2025-09-13 13:25:35.719;56.1;28.0
2025-09-13 13:25:45.719;55.6;28.0
2025-09-13 13:25:55.719;56.0;28.0
2025-09-13 13:26:05.719;56.7;28.0
2025-09-13 13:26:15.719;56.1;28.0
2025-09-13 13:26:25.719;56.7;28.0
2025-09-13 13:26:35.719;56.1;28.0
2025-09-13 13:26:45.719;55.8;27.9
2025-09-13 13:26:55.719;55.7;27.9
2025-09-13 13:27:05.719;56.5;27.9
2025-09-13 13:27:15.719;57.5;27.9
2025-09-13 13:27:25.719;57.1;27.9
2025-09-13 13:27:35.719;57.5;27.9
2025-09-13 13:27:45.719;57.7;27.9
2025-09-13 13:27:55.719;59.2;28.0
2025-09-13 13:28:05.719;57.9;28.0
2025-09-13 13:28:15.719;59.4;28.0
2025-09-13 13:28:25.719;58.5;28.0
2025-09-13 13:28:35.719;57.6;28.0
2025-09-13 13:28:45.719;58.6;28.0
2025-09-13 13:28:55.719;59.3;28.0
2025-09-13 13:29:05.719;58.8;28.0
2025-09-13 13:29:15.719;58.6;28.0
2025-09-13 13:29:25.719;57.1;28.0
2025-09-13 13:29:35.719;57.4;28.0
2025-09-13 13:29:45.719;58.6;28.0
2025-09-13 13:29:55.719;59.2;28.0
2025-09-13 13:30:05.719;58.9;28.0
2025-09-13 13:30:15.719;59.3;28.0
2025-09-13 13:30:25.719;59.2;28.0
2025-09-13 13:30:35.719;59.5;28.0
2025-09-13 13:30:45.719;60.7;28.0
2025-09-13 13:30:55.719;60.8;28.0
2025-09-13 13:31:05.719;59.4;28.0
2025-09-13 13:31:15.719;58.9;28.0
2025-09-13 13:31:25.719;59.5;28.0
2025-09-13 13:31:35.719;60.6;28.0
2025-09-13 13:31:45.719;59.8;28.0
2025-09-13 13:31:55.719;60.7;28.0
2025-09-13 13:32:05.719;59.8;28.0
2025-09-13 13:32:15.719;59.1;28.0
2025-09-13 13:32:25.719;57.1;28.0
2025-09-13 13:32:35.719;58.1;28.0
2025-09-13 13:32:45.719;60.2;28.0
2025-09-13 13:32:55.719;60.2;28.0
2025-09-13 13:33:05.719;59.8;28.0
2025-09-13 13:33:15.719;60.8;28.0
2025-09-13 13:33:25.719;61.6;28.0
2025-09-13 13:33:35.719;59.5;28.0
2025-09-13 13:33:45.719;57.1;28.0
2025-09-13 13:33:55.719;55.9;27.9
2025-09-13 13:34:05.719;55.9;27.9
2025-09-13 13:34:15.719;56.8;27.9
2025-09-13 13:34:25.719;58.1;27.9
2025-09-13 13:34:35.719;57.2;27.9
2025-09-13 13:34:45.719;57.2;27.9
2025-09-13 13:34:55.719;57.6;27.9
2025-09-13 13:35:05.719;57.3;27.9
2025-09-13 13:35:15.719;57.5;27.9
2025-09-13 13:35:25.719;56.9;27.9
2025-09-13 13:35:35.719;56.4;27.9
2025-09-13 13:35:45.719;56.7;27.9
2025-09-13 13:35:55.719;56.7;27.9
2025-09-13 13:36:05.719;57.1;27.9
2025-09-13 13:36:15.719;56.3;27.9
2025-09-13 13:36:25.719;56.9;27.9
2025-09-13 13:36:35.719;56.8;27.9
2025-09-13 13:36:45.719;56.6;27.9
2025-09-13 13:36:55.719;56.4;27.9
2025-09-13 13:37:05.719;56.2;27.8
2025-09-13 13:37:15.719;56.5;27.8
2025-09-13 13:37:25.719;56.8;27.8
2025-09-13 13:37:35.719;57.1;27.7
2025-09-13 13:37:45.719;57.0;27.6
2025-09-13 13:37:55.719;56.8;27.6
2025-09-13 13:38:05.719;57.0;27.6
2025-09-13 13:38:15.719;56.9;27.6
2025-09-13 13:38:25.719;56.7;27.6
2025-09-13 13:38:35.719;57.3;27.6
2025-09-13 13:38:45.719;56.9;27.6
2025-09-13 13:38:55.719;56.9;27.6
2025-09-13 13:39:05.719;57.1;27.6
2025-09-13 13:39:15.719;57.6;27.6
2025-09-13 13:39:25.719;58.2;27.6
2025-09-13 13:39:35.719;57.6;27.6
2025-09-13 13:39:45.719;57.6;27.7
2025-09-13 13:39:55.719;57.8;27.7
2025-09-13 13:40:05.719;57.7;27.8
2025-09-13 13:40:15.719;57.7;27.8
2025-09-13 13:40:25.719;57.7;27.8
2025-09-13 13:40:35.719;57.5;27.8
2025-09-13 13:40:45.719;56.7;27.8
2025-09-13 13:40:55.719;56.3;27.8
2025-09-13 13:41:05.719;56.1;27.8
2025-09-13 13:41:15.719;56.7;27.8
2025-09-13 13:41:25.719;57.0;27.7
2025-09-13 13:41:35.719;57.0;27.6
2025-09-13 13:41:45.719;57.0;27.6
2025-09-13 13:41:55.719;57.1;27.7
2025-09-13 13:42:05.719;57.1;27.7
2025-09-13 13:42:15.719;56.9;27.7
2025-09-13 13:42:25.719;56.8;27.7
2025-09-13 13:42:35.719;56.6;27.8
2025-09-13 13:42:45.719;56.6;27.8
2025-09-13 13:42:55.719;56.6;27.8
2025-09-13 13:43:05.719;56.9;27.8
2025-09-13 13:43:15.719;57.1;27.8
2025-09-13 13:43:25.719;58.2;27.8
2025-09-13 13:43:35.719;60.8;27.8
2025-09-13 13:43:45.719;61.5;27.8
2025-09-13 13:43:55.719;59.9;27.8
2025-09-13 13:44:05.719;59.3;27.8
2025-09-13 13:44:15.719;59.1;27.8
2025-09-13 13:44:25.719;59.7;27.8
2025-09-13 13:44:35.719;60.7;27.8
2025-09-13 13:44:45.719;60.3;27.8
2025-09-13 13:44:55.719;59.8;27.8
2025-09-13 13:45:05.719;57.7;27.8
2025-09-13 13:45:15.719;57.3;27.8
2025-09-13 13:45:25.719;58.0;27.8
2025-09-13 13:45:35.719;56.7;27.7
2025-09-13 13:45:45.719;57.8;27.7
2025-09-13 13:45:55.719;58.1;27.8
2025-09-13 13:46:05.719;58.0;27.8
2025-09-13 13:46:15.719;57.3;27.8
2025-09-13 13:46:25.719;57.1;27.7
2025-09-13 13:46:35.719;57.6;27.7
2025-09-13 13:46:45.719;57.9;27.8
2025-09-13 13:46:55.719;57.5;27.8
2025-09-13 13:47:05.719;57.4;27.8
2025-09-13 13:47:15.719;57.7;27.8
2025-09-13 13:47:25.719;57.8;27.7
2025-09-13 13:47:35.719;57.5;27.7
2025-09-13 13:47:45.719;57.6;27.6
2025-09-13 13:47:55.719;57.5;27.6
2025-09-13 13:48:05.719;57.5;27.6
2025-09-13 13:48:15.719;57.7;27.6
2025-09-13 13:48:25.719;58.4;27.7
2025-09-13 13:48:35.719;59.1;27.7
2025-09-13 13:48:45.719;58.9;27.7
2025-09-13 13:48:55.719;58.8;27.7
2025-09-13 13:49:05.719;58.4;27.7
2025-09-13 13:49:15.719;58.6;27.7
2025-09-13 13:49:25.719;59.0;27.7
2025-09-13 13:49:35.719;59.5;27.7
2025-09-13 13:49:45.719;59.4;27.7
2025-09-13 13:49:55.719;59.8;27.8
2025-09-13 13:50:05.719;59.5;27.8
2025-09-13 13:50:15.719;59.1;27.8
2025-09-13 13:50:25.719;59.4;27.8
2025-09-13 13:50:35.719;59.7;27.8
2025-09-13 13:50:45.719;61.0;27.8
2025-09-13 13:50:55.719;61.5;27.8
2025-09-13 13:51:05.719;60.3;27.8
2025-09-13 13:51:15.719;60.5;27.8
2025-09-13 13:51:25.719;61.0;27.8
2025-09-13 13:51:35.719;60.4;27.8
2025-09-13 13:51:45.719;60.8;27.8
2025-09-13 13:51:55.719;61.1;27.8
2025-09-13 13:52:05.719;60.7;27.8
2025-09-13 13:52:15.719;59.9;27.8
2025-09-13 13:52:25.719;59.2;27.8
2025-09-13 13:52:35.719;59.6;27.8
2025-09-13 13:52:45.719;59.4;27.8
2025-09-13 13:52:55.719;59.1;27.8
2025-09-13 13:53:05.719;59.3;27.8
2025-09-13 13:53:15.719;59.7;27.8
2025-09-13 13:53:25.719;60.4;27.8
2025-09-13 13:53:35.719;61.4;27.8
2025-09-13 13:53:45.719;61.7;27.8
2025-09-13 13:53:55.719;62.2;27.8
2025-09-13 13:54:05.719;62.6;27.7
2025-09-13 13:54:15.719;63.2;27.7
2025-09-13 13:54:25.719;64.1;27.6
2025-09-13 13:54:35.719;64.3;27.6
2025-09-13 13:54:45.719;64.8;27.6
2025-09-13 13:54:55.719;65.4;27.6
2025-09-13 13:55:05.719;65.4;27.6
2025-09-13 13:55:15.719;65.1;27.6
2025-09-13 13:55:25.719;65.5;27.5
2025-09-13 13:55:35.719;66.2;27.5
2025-09-13 13:55:45.719;66.4;27.5
2025-09-13 13:55:55.719;66.4;27.5
2025-09-13 13:56:05.719;66.5;27.5
2025-09-13 13:56:15.719;67.7;27.5
2025-09-13 13:56:25.719;67.6;27.4
2025-09-13 13:56:35.719;68.2;27.4
2025-09-13 13:56:45.719;67.8;27.4
2025-09-13 13:56:55.719;68.6;27.4
2025-09-13 13:57:05.719;68.8;27.4
2025-09-13 13:57:15.719;69.0;27.4
2025-09-13 13:57:25.719;68.4;27.4
2025-09-13 13:57:35.719;67.3;27.3
2025-09-13 13:57:45.719;68.5;27.3
2025-09-13 13:57:55.719;67.7;27.3
2025-09-13 13:58:05.719;67.4;27.3
2025-09-13 13:58:15.719;68.7;27.3
2025-09-13 13:58:25.719;68.9;27.3
2025-09-13 13:58:35.719;67.4;27.3
2025-09-13 13:58:45.719;69.6;27.3
2025-09-13 13:58:55.719;70.0;27.3
2025-09-13 13:59:05.719;70.6;27.3
2025-09-13 13:59:15.719;73.0;27.3
2025-09-13 13:59:25.719;73.0;27.3
2025-09-13 13:59:35.719;69.2;27.3
2025-09-13 13:59:45.719;61.0;27.1
2025-09-13 13:59:55.719;59.1;27.1
2025-09-13 14:00:05.719;59.3;27.0
2025-09-13 14:00:15.719;58.3;27.0
2025-09-13 14:00:25.719;58.3;26.9
2025-09-13 14:00:35.719;58.1;26.9
2025-09-13 14:00:45.719;58.4;26.9
2025-09-13 14:00:55.719;58.3;26.9
2025-09-13 14:01:05.719;58.3;26.9
2025-09-13 14:01:15.719;58.7;26.9
2025-09-13 14:01:25.719;58.8;26.9
2025-09-13 14:01:35.719;60.8;26.9
2025-09-13 14:01:45.719;59.6;26.9
2025-09-13 14:01:55.719;58.9;26.8
2025-09-13 14:02:05.719;58.8;26.8
2025-09-13 14:02:15.719;59.0;26.8
2025-09-13 14:02:25.719;59.9;26.8
2025-09-13 14:02:35.719;61.2;26.8
2025-09-13 14:02:45.719;59.3;26.7
2025-09-13 14:02:55.719;59.3;26.6
2025-09-13 14:03:05.719;58.7;26.6
2025-09-13 14:03:15.719;58.5;26.6
2025-09-13 14:03:25.719;58.3;26.6
2025-09-13 14:03:35.719;58.3;26.6
2025-09-13 14:03:45.719;59.1;26.5
2025-09-13 14:03:55.719;58.7;26.5
2025-09-13 14:04:05.719;58.8;26.6
2025-09-13 14:04:15.719;59.4;26.6
2025-09-13 14:04:25.719;61.3;26.5
2025-09-13 14:04:35.719;61.3;26.5
2025-09-13 14:04:45.719;60.2;26.5
2025-09-13 14:04:55.719;60.1;26.6
2025-09-13 14:05:05.719;60.1;26.6
2025-09-13 14:05:15.719;60.3;26.6
2025-09-13 14:05:25.719;61.3;26.6
2025-09-13 14:05:35.719;61.0;26.6
2025-09-13 14:05:45.719;60.6;26.6
2025-09-13 14:05:55.719;61.1;26.6
2025-09-13 14:06:05.719;61.1;26.6
2025-09-13 14:06:15.719;61.6;26.6
2025-09-13 14:06:25.719;62.8;26.6
2025-09-13 14:06:35.719;64.4;26.6
2025-09-13 14:06:45.719;64.1;26.6
2025-09-13 14:06:55.719;63.8;26.6
2025-09-13 14:07:05.719;63.8;26.6
2025-09-13 14:07:15.719;62.9;26.6
2025-09-13 14:07:25.719;62.7;26.7
2025-09-13 14:07:35.719;66.8;26.7
2025-09-13 14:07:45.719;69.6;26.8
2025-09-13 14:07:55.719;70.4;26.8
2025-09-13 14:08:05.719;68.7;26.8
2025-09-13 14:08:15.719;68.1;26.8
2025-09-13 14:08:25.719;67.4;26.8
2025-09-13 14:08:35.719;67.0;26.8
2025-09-13 14:08:45.719;66.5;26.8
2025-09-13 14:08:55.719;66.4;26.8
2025-09-13 14:09:05.719;65.0;26.8
2025-09-13 14:09:15.719;63.8;26.8
2025-09-13 14:09:25.719;64.9;26.8
2025-09-13 14:09:35.719;65.2;26.8
2025-09-13 14:09:45.719;65.0;26.8
2025-09-13 14:09:55.719;64.4;26.8
2025-09-13 14:10:05.719;64.1;26.8
2025-09-13 14:10:15.719;65.2;26.8
2025-09-13 14:10:25.719;65.6;26.8
2025-09-13 14:10:35.719;65.0;26.8
2025-09-13 14:10:45.719;64.4;26.8
2025-09-13 14:10:55.719;64.3;26.8
2025-09-13 14:11:05.719;64.2;26.9
2025-09-13 14:11:15.719;69.7;26.9
2025-09-13 14:11:25.719;73.8;26.9
2025-09-13 14:11:35.719;74.5;26.9
2025-09-13 14:11:45.719;71.9;26.9
2025-09-13 14:11:55.719;71.0;26.9
2025-09-13 14:12:05.719;71.4;26.9
2025-09-13 14:12:15.719;71.0;26.9
2025-09-13 14:12:25.719;71.0;26.9
2025-09-13 14:12:35.719;71.0;26.9
2025-09-13 14:12:45.719;71.0;26.9
2025-09-13 14:12:55.719;71.1;26.9
2025-09-13 14:13:05.719;71.8;27.0
2025-09-13 14:13:15.719;71.6;27.0
2025-09-13 14:13:25.719;71.2;27.0
2025-09-13 14:13:35.719;71.5;27.0
2025-09-13 14:13:45.719;71.4;27.0
2025-09-13 14:13:55.719;72.3;27.0
2025-09-13 14:14:05.719;73.3;27.0
2025-09-13 14:14:15.719;71.9;27.0
2025-09-13 14:14:25.719;71.8;27.0
2025-09-13 14:14:35.719;72.3;27.0
2025-09-13 14:14:45.719;73.7;27.0
2025-09-13 14:14:55.719;73.2;27.0
2025-09-13 14:15:05.719;72.8;27.0
2025-09-13 14:15:15.719;73.4;27.0
2025-09-13 14:15:25.719;72.8;27.0
2025-09-13 14:15:35.719;72.9;27.0
2025-09-13 14:15:45.719;72.9;27.0
2025-09-13 14:15:55.719;73.1;27.0
2025-09-13 14:16:05.719;72.9;27.0
2025-09-13 14:16:15.719;72.6;26.9
2025-09-13 14:16:25.719;72.2;26.9
2025-09-13 14:16:35.719;71.9;26.9
2025-09-13 14:16:45.719;72.9;26.9
2025-09-13 14:16:55.719;73.2;26.9
2025-09-13 14:17:05.719;73.1;26.9
2025-09-13 14:17:15.719;72.3;26.9
2025-09-13 14:17:25.719;71.8;26.9
2025-09-13 14:17:35.719;71.5;26.9
2025-09-13 14:17:45.719;69.8;26.8
2025-09-13 14:17:55.719;70.4;26.8
2025-09-13 14:18:05.719;69.4;26.8
2025-09-13 14:18:15.719;68.4;26.8
2025-09-13 14:18:25.719;67.6;26.8
2025-09-13 14:18:35.719;67.8;26.8
2025-09-13 14:18:45.719;67.9;26.8
2025-09-13 14:18:55.719;70.7;26.8
2025-09-13 14:19:05.719;70.5;26.8
2025-09-13 14:19:15.719;69.7;26.8
2025-09-13 14:19:25.719;69.0;26.8
2025-09-13 14:19:35.719;68.8;26.8
2025-09-13 14:19:45.719;66.8;26.8
2025-09-13 14:19:55.719;66.2;26.8
2025-09-13 14:20:05.719;67.5;26.9
2025-09-13 14:20:15.719;65.3;26.9
2025-09-13 14:20:25.719;64.7;26.9
2025-09-13 14:20:35.719;68.5;26.9
2025-09-13 14:20:45.719;68.1;26.9
2025-09-13 14:20:55.719;65.1;26.9
2025-09-13 14:21:05.719;63.5;26.9
