timestamp,altitude,avg_heartrate,cadence,distance,speed,instant_power,coppia
2023-09-16 10:41:49,1461.8,100,46,32.95,20.794,138,28.647889756541165
2023-09-16 10:41:50,1461.8,104,46,39.09,21.802,114,23.665648059751394
2023-09-16 10:41:51,1461.8,104,49,45.42,22.874,114,22.21673083160335
2023-09-16 10:41:52,1461.8,111,50,52.66,24.052,129,24.637185190625402
2023-09-16 10:41:53,1461.8,116,50,60.23,24.923,112,21.390424351550735
2023-09-16 10:41:54,1461.8,120,52,67.36,25.294,112,20.567715722644937
2023-09-16 10:41:55,1462.0,120,53,74.73,26.068,134,24.14350457469507
2023-09-16 10:41:56,1462.0,123,53,82.07,26.1,123,22.16157509468279
2023-09-16 10:41:57,1462.2,126,56,89.67,27.04,123,20.974347857467638
2023-09-16 10:41:58,1462.2,128,57,97.69,28.048,135,22.61675507095355
2023-09-16 10:41:59,1462.4,128,58,106.28,28.519,123,20.2510944830722
2023-09-16 10:42:00,1462.6,129,58,114.77,28.753,127,20.909666661383493
2023-09-16 10:42:01,1462.6,131,59,122.87,29.39,127,20.555265531529535
2023-09-16 10:42:02,1462.6,131,61,131.52,30.233,119,18.628955634034963
2023-09-16 10:42:03,1462.6,132,62,139.92,30.467,151,23.257157813105998
2023-09-16 10:42:04,1462.6,134,63,148.3,30.902,144,21.82696362403136
2023-09-16 10:42:05,1462.6,135,64,156.74,31.241,133,19.844631966770702
2023-09-16 10:42:06,1462.6,135,65,166.02,32.112,121,17.776382874571695
2023-09-16 10:42:07,1462.6,136,66,175.6,32.414,132,19.098593171027442
2023-09-16 10:42:08,1462.6,137,68,184.97,32.346,117,16.4304073603692
2023-09-16 10:42:09,1462.6,137,69,193.95,32.414,131,18.129823952207207
2023-09-16 10:42:10,1462.6,138,69,203.84,33.725,121,16.74586792532116
2023-09-16 10:42:11,1462.6,138,70,213.42,33.757,121,16.50664124067372
2023-09-16 10:42:12,1462.6,138,71,223.19,34.128,110,14.794684850795907
2023-09-16 10:42:13,1462.6,138,73,232.88,34.297,130,17.005596659134024
2023-09-16 10:42:14,1462.6,139,74,243.68,35.608,125,16.130568556611017
2023-09-16 10:42:15,1462.6,139,74,253.79,35.608,116,14.969167620535023
2023-09-16 10:42:16,1462.6,139,76,264.64,36.882,130,16.334323106799786
2023-09-16 10:42:17,1462.6,139,76,274.92,36.648,130,16.334323106799786
2023-09-16 10:42:18,1462.6,140,77,285.39,36.85,81,10.045363940605343
2023-09-16 10:42:19,1462.6,140,78,296.35,37.519,144,17.629470619409947
2023-09-16 10:42:20,1462.4,140,79,306.49,36.648,135,16.318418215751297
2023-09-16 10:42:21,1462.4,140,80,316.98,36.914,108,12.891550390443523
