timestamp,altitude,avg_heartrate,cadence,distance,speed,instant_power,coppia
2023-09-16 10:43:48,1459.2,155,81,1500.79,55.526,123,14.500783703928242
2023-09-16 10:43:49,1459.0,155,76,1516.68,55.793,152,19.098593171027442
2023-09-16 10:43:50,1458.8,155,76,1532.52,56.297,134,16.836917663932088
2023-09-16 10:43:51,1458.6,156,76,1548.7,56.7,119,14.952188074685958
2023-09-16 10:43:52,1458.4,156,77,1564.64,56.534,121,15.006037491521562
2023-09-16 10:43:53,1458.4,156,77,1580.85,56.837,127,15.750138524158995
2023-09-16 10:43:54,1458.4,156,77,1597.02,57.038,128,15.8741553629319
2023-09-16 10:43:55,1458.2,156,77,1613.26,56.97,121,15.006037491521562
2023-09-16 10:43:56,1458.2,156,77,1629.1,56.635,118,14.633986975202845
2023-09-16 10:43:57,1458.0,156,78,1645.16,55.793,67,8.202600913197683
2023-09-16 10:43:58,1458.0,157,78,1661.42,56.837,121,14.813652395476412
2023-09-16 10:43:59,1458.0,157,78,1677.65,56.938,116,14.201517998969123
2023-09-16 10:44:00,1457.8,157,78,1693.4,57.172,123,15.058506154079328
2023-09-16 10:44:01,1457.8,158,78,1709.92,57.038,119,14.568798636873497
2023-09-16 10:44:02,1457.8,158,79,1726.66,57.438,119,14.384383464254848
2023-09-16 10:44:03,1457.6,158,79,1743.1,57.474,102,12.32947154078987
2023-09-16 10:44:04,1457.6,158,79,1759.4,57.539,119,14.384383464254848
2023-09-16 10:44:05,1457.6,158,79,1776.24,58.144,151,18.25245296724775
2023-09-16 10:44:06,1457.6,158,80,1792.74,58.18,157,18.74049454907068
2023-09-16 10:44:07,1457.6,158,80,1809.29,58.28,133,15.875705573416562
2023-09-16 10:44:08,1457.6,159,80,1825.9,58.716,126,15.040142122184111
2023-09-16 10:44:09,1457.4,159,80,1842.26,58.648,104,12.414085561167838
2023-09-16 10:44:10,1457.4,159,81,1859.17,58.684,141,16.62284961182018
