timestamp,altitude,avg_heartrate,cadence,distance,speed,instant_power,coppia
2023-09-16 10:44:11,1457.4,159,80,1876.24,58.95,176,21.008452488130185
2023-09-16 10:44:12,1457.4,159,81,1893.21,59.119,167,19.688055923219647
2023-09-16 10:44:13,1457.4,159,81,1909.71,58.684,132,15.56181665787421
2023-09-16 10:44:14,1457.2,159,81,1925.66,58.144,118,13.911320951736037
2023-09-16 10:44:15,1457.2,159,81,1942.8,58.748,128,15.090246456120447
2023-09-16 10:44:16,1457.0,159,82,1960.45,60.095,155,18.05049964334911
2023-09-16 10:44:17,1457.0,159,82,1978.17,60.833,132,15.372038405948919
2023-09-16 10:44:18,1456.8,159,82,1995.54,60.599,105,12.227757822913912
2023-09-16 10:44:19,1456.6,159,82,2012.55,59.958,132,15.372038405948919
2023-09-16 10:44:20,1456.6,160,83,2029.9,60.361,148,17.027661381397962
2023-09-16 10:44:21,1456.4,160,82,2047.33,61.067,134,15.604948078766325
2023-09-16 10:44:22,1456.2,160,83,2064.32,60.361,163,18.75343787275586
2023-09-16 10:44:23,1456.0,160,83,2081.75,61.067,162,18.638386106665337
2023-09-16 10:44:24,1456.0,160,84,2099.28,60.934,158,17.961772148942476
2023-09-16 10:44:25,1456.0,160,84,2117.15,61.805,131,14.892355389313064
2023-09-16 10:44:26,1456.0,160,84,2134.62,61.538,116,13.187123856185615
2023-09-16 10:44:27,1456.0,160,84,2151.85,61.268,131,14.892355389313064
2023-09-16 10:44:28,1456.0,160,84,2169.16,61.268,95,10.799799709807184
2023-09-16 10:44:29,1456.0,160,84,2186.41,61.168,145,16.483904820232016
2023-09-16 10:44:30,1456.0,160,85,2204.45,62.41,157,17.638112516772402
2023-09-16 10:44:31,1455.8,160,85,2221.71,61.805,134,15.054185205398102
2023-09-16 10:44:32,1455.8,160,85,2239.81,62.41,124,13.93073854827884
2023-09-16 10:44:33,1455.8,160,86,2257.63,62.647,115,12.76940822481486
2023-09-16 10:44:34,1455.8,160,86,2275.86,62.276,163,18.099248179520192
2023-09-16 10:44:35,1455.8,160,86,2293.57,62.881,119,13.213561554373637
2023-09-16 10:44:36,1455.6,160,86,2311.75,63.151,117,12.991484889594249
2023-09-16 10:44:37,1455.6,160,86,2329.88,63.821,120,13.324599886763332
2023-09-16 10:44:38,1455.6,159,87,2347.81,62.546,118,12.951919506788725
2023-09-16 10:44:39,1455.4,159,87,2365.61,62.579,142,15.586208220033889
2023-09-16 10:44:40,1455.4,159,87,2383.61,62.78,112,12.293347328477433
2023-09-16 10:44:41,1455.4,159,87,2402.24,63.756,115,12.622633417633079
2023-09-16 10:44:42,1455.4,159,88,2421.12,64.494,128,13.889885942565414
2023-09-16 10:44:43,1455.2,159,88,2439.58,64.325,133,14.432459612196874
2023-09-16 10:44:44,1455.0,159,88,2458.02,64.526,131,14.21543014434429
2023-09-16 10:44:45,1455.0,159,89,2476.19,64.224,147,15.772433686185584
2023-09-16 10:44:46,1454.8,159,89,2494.53,64.393,96,10.300364856284464
2023-09-16 10:44:47,1454.8,159,89,2513.12,64.361,117,12.55356966859669
2023-09-16 10:44:48,1454.6,159,87,2531.69,64.796,84,9.220010496358075
2023-09-16 10:44:49,1454.4,159,89,2550.38,65.2,77,8.261750978478164
2023-09-16 10:44:50,1454.2,159,89,2568.87,65.369,122,13.090047004861505
2023-09-16 10:44:51,1454.2,160,89,2587.26,65.066,121,12.982751537608543
2023-09-16 10:44:52,1454.0,160,90,2606.88,66.712,116,12.307982265773239
2023-09-16 10:44:53,1454.0,160,90,2625.97,65.938,108,11.459155902616464
2023-09-16 10:44:54,1454.0,160,90,2645.78,67.752,155,16.446010786162518
2023-09-16 10:44:55,1453.8,160,90,2664.61,66.812,148,15.70328771840034
2023-09-16 10:44:56,1453.8,160,91,2683.57,66.978,148,15.53072411709924
2023-09-16 10:44:57,1453.8,160,91,2702.27,66.071,146,15.320849466868168
2023-09-16 10:44:58,1453.8,160,91,2721.66,66.978,123,12.907290989210855
2023-09-16 10:44:59,1453.8,160,91,2740.76,66.913,111,11.64804308782443
2023-09-16 10:45:00,1453.6,160,91,2759.46,66.373,139,14.58628819105942
2023-09-16 10:45:01,1453.6,160,91,2779.09,67.986,127,13.327040289672997
2023-09-16 10:45:02,1453.4,160,92,2797.94,68.155,128,13.285977858106047
2023-09-16 10:45:03,1453.2,160,92,2817.24,68.49,118,12.248010837941512
2023-09-16 10:45:04,1453.2,160,92,2836.44,68.357,104,10.794857009711164
2023-09-16 10:45:05,1453.0,161,91,2855.87,68.324,83,8.70979798458944
2023-09-16 10:45:06,1452.8,161,93,2874.99,67.583,131,13.451159706476316
2023-09-16 10:45:07,1452.8,161,93,2894.4,68.357,141,14.477965790940157
2023-09-16 10:45:08,1452.6,161,93,2913.44,68.861,137,14.06724335715462
2023-09-16 10:45:09,1452.6,161,93,2933.04,69.466,85,8.727851717942647
2023-09-16 10:45:10,1452.6,161,93,2952.78,69.836,131,13.451159706476316
2023-09-16 10:45:11,1452.4,161,94,2972.29,69.667,150,15.238239232202748
2023-09-16 10:45:12,1452.4,161,94,2991.55,68.526,123,12.495356170406254
2023-09-16 10:45:13,1452.2,162,94,3010.65,68.692,96,9.752473108609758
2023-09-16 10:45:14,1452.2,162,95,3029.71,68.224,144,14.474723245410273
2023-09-16 10:45:15,1452.0,162,95,3049.35,69.232,149,14.977317802542574
2023-09-16 10:45:16,1452.0,162,95,3068.46,68.893,143,14.374204333983812
2023-09-16 10:45:17,1452.0,162,94,3087.57,68.224,106,10.768355724089941
2023-09-16 10:45:18,1451.8,163,96,3107.25,69.232,140,13.926057520540843
2023-09-16 10:45:19,1451.8,163,96,3127.14,70.135,152,15.119719593730057
2023-09-16 10:45:20,1451.6,162,96,3147.36,70.538,160,15.915494309189533
2023-09-16 10:45:21,1451.4,163,96,3167.79,70.877,158,15.716550630324665
2023-09-16 10:45:22,1451.2,163,96,3187.86,71.042,128,12.732395447351628
2023-09-16 10:45:23,1451.2,163,96,3207.63,70.506,132,13.130282805081366
2023-09-16 10:45:24,1450.8,163,97,3227.51,70.07,134,13.191811777926173
2023-09-16 10:45:25,1450.6,164,97,3247.31,69.97,127,12.502687282064358
2023-09-16 10:45:26,1450.4,164,97,3267.36,70.438,136,13.388704491029548
