timestamp,hall_cadence,speed,distance
2024-05-29T15:53:22.630006,0.0,0.0,0.0
2024-05-29T15:53:27.337627,0.0,3.6307,5.8
2024-05-29T15:53:28.120259,0.0,3.6307,5.8
2024-05-29T15:53:28.364060,0.0,3.6307,5.8
2024-05-29T15:53:28.854662,0.0,3.5754,7.25
2024-05-29T15:53:29.103573,0.0,3.5754,7.25
2024-05-29T15:53:29.587333,0.0,3.5754,7.25
2024-05-29T15:53:29.852732,0.0,3.5754,7.25
2024-05-29T15:53:30.344314,0.0,3.5611,8.7
2024-05-29T15:53:30.588718,0.0,3.5611,8.7
2024-05-29T15:53:31.579517,0.0,3.5611,8.7
2024-05-29T15:53:32.082482,0.0,3.5446,10.15
2024-05-29T15:53:32.318044,0.0,3.5446,10.15
2024-05-29T15:53:32.823650,0.0,3.5446,10.15
2024-05-29T15:53:33.066435,0.0,3.5446,10.15
2024-05-29T15:53:33.572216,0.0,3.5259,11.6
2024-05-29T15:53:33.810722,0.0,3.5259,11.6
2024-05-29T15:53:34.553597,0.0,3.5259,11.6
2024-05-29T15:53:34.800557,0.0,3.4845,13.05
2024-05-29T15:53:35.296395,0.0,3.4845,13.05
2024-05-29T15:53:35.543816,0.0,3.4845,13.05
2024-05-29T15:53:36.036741,0.0,3.4845,13.05
2024-05-29T15:53:36.288220,0.0,3.4845,13.05
2024-05-29T15:53:36.791282,0.0,3.1931,14.5
2024-05-29T15:53:37.039261,0.0,3.1931,14.5
2024-05-29T15:54:35.425634,0.0,3.1931,14.5
2024-05-29T15:54:35.673403,0.0,3.1931,14.5
2024-05-29T15:54:35.901046,0.0,3.1573,15.95
2024-05-29T15:54:36.420872,0.0,3.1573,15.95
2024-05-29T15:54:36.664469,0.0,3.1573,15.95
2024-05-29T15:54:37.133984,0.0,3.1573,15.95
2024-05-29T15:54:37.404493,0.0,3.1573,15.95
2024-05-29T15:54:37.904518,0.0,3.1461,17.4
2024-05-29T15:54:38.155152,0.0,3.1461,17.4
2024-05-29T15:54:38.653865,0.0,3.1461,17.4
2024-05-29T15:54:38.900132,0.0,3.1461,17.4
2024-05-29T15:54:39.634804,0.0,3.1277,18.85
2024-05-29T15:54:39.875256,0.0,3.1277,18.85
2024-05-29T15:54:40.387717,0.0,3.1277,18.85
2024-05-29T15:54:40.637445,0.0,3.1277,18.85
2024-05-29T15:54:41.124123,0.0,3.1113,20.3
2024-05-29T15:54:41.366555,0.0,3.1113,20.3
2024-05-29T15:54:42.120969,0.0,3.1113,20.3
2024-05-29T15:54:42.858805,0.0,3.0969,21.75
2024-05-29T15:54:43.108165,0.0,3.0969,21.75
2024-05-29T15:54:43.601048,0.0,3.0969,21.75
2024-05-29T15:54:43.843520,0.0,3.0969,21.75
2024-05-29T15:54:44.346234,0.0,3.0791,23.2
2024-05-29T15:54:44.591851,0.0,3.0791,23.2
2024-05-29T15:54:45.091620,0.0,3.0791,23.2
2024-05-29T15:54:45.335024,0.0,3.0791,23.2
2024-05-29T15:54:46.074296,0.0,3.0791,23.2
2024-05-29T15:54:46.327578,0.0,2.9145,24.65
2024-05-29T15:54:46.821685,0.0,2.9145,24.65
2024-05-29T15:54:47.070966,0.0,2.9145,24.65
2024-05-29T15:54:47.567857,0.0,2.9145,24.65
2024-05-29T15:54:47.812593,0.0,2.9145,24.65
2024-05-29T15:54:48.281020,0.0,2.8178,26.1
2024-05-29T15:54:48.531184,0.0,2.8178,26.1
2024-05-29T15:54:49.032179,0.0,2.8178,26.1
2024-05-29T15:54:49.279555,0.0,2.8178,26.1
2024-05-29T15:54:50.051683,0.0,2.803,27.55
2024-05-29T15:54:50.316929,0.0,2.803,27.55
2024-05-29T15:54:50.782866,0.0,2.803,27.55
2024-05-29T15:54:51.023573,0.0,2.803,27.55
2024-05-29T15:54:51.514525,0.0,2.803,27.55
2024-05-29T15:54:52.270383,0.0,2.7869,29.0
2024-05-29T15:54:52.520473,0.0,2.7869,29.0
2024-05-29T15:54:53.261850,0.0,2.7869,29.0
2024-05-29T15:54:53.506907,0.0,2.7869,29.0
2024-05-29T15:54:54.013965,0.0,2.7739,30.45
2024-05-29T15:54:54.251964,0.0,2.7739,30.45
2024-05-29T15:54:54.749848,0.0,2.7739,30.45
2024-05-29T15:54:54.997786,0.0,2.7739,30.45
2024-05-29T15:54:55.493009,0.0,2.7539,31.9
2024-05-29T15:54:55.740672,0.0,2.7539,31.9
2024-05-29T15:54:56.489360,0.0,2.7539,31.9
2024-05-29T15:54:56.718300,0.0,2.7539,31.9
2024-05-29T15:54:57.226855,0.0,2.7539,31.9
2024-05-29T15:54:57.474774,0.0,2.7412,33.35
2024-05-29T15:54:57.970809,0.0,2.7412,33.35
2024-05-29T15:54:58.213094,0.0,2.7412,33.35
2024-05-29T15:54:58.716207,0.0,2.7412,33.35
2024-05-29T15:54:58.941744,0.0,2.7412,33.35
2024-05-29T15:54:59.712345,0.0,2.5478,34.8
2024-05-29T15:54:59.958422,0.0,2.5478,34.8
2024-05-29T15:55:00.456518,0.0,2.5478,34.8
2024-05-29T15:55:00.699167,0.0,2.5478,34.8
2024-05-29T15:55:01.192044,0.0,2.5478,34.8
2024-05-29T15:55:01.435927,0.0,2.5478,34.8
2024-05-29T15:55:01.934682,0.0,2.5478,34.8
2024-05-29T15:55:02.182024,0.0,2.5478,34.8
2024-05-29T15:55:02.679299,0.0,2.5478,34.8
2024-05-29T15:55:02.931544,0.0,1.4923,36.25
2024-05-29T15:55:03.670100,0.0,1.4923,36.25
2024-05-29T15:55:03.916733,0.0,1.4923,36.25
2024-05-29T15:55:04.407629,0.0,1.4923,36.25
2024-05-29T15:55:04.649494,0.0,1.4923,37.7
2024-05-29T15:55:05.164034,0.0,1.4923,37.7
2024-05-29T15:55:05.403787,0.0,1.4923,37.7
2024-05-29T15:55:05.903820,0.0,1.4923,37.7
2024-05-29T15:55:06.153651,0.0,1.4923,37.7
2024-05-29T15:55:06.894262,0.0,2.8103,39.15
2024-05-29T15:55:07.142291,0.0,2.8103,39.15
2024-05-29T15:55:07.637908,0.0,2.8103,39.15
2024-05-29T15:55:07.886961,0.0,2.8103,39.15
2024-05-29T15:55:08.380499,0.0,2.8103,39.15
2024-05-29T15:55:08.627872,0.0,2.4497,40.6
2024-05-29T15:55:09.123162,0.0,8.6493,42.05
2024-05-29T15:55:09.371660,0.0,8.6493,42.05
2024-05-29T15:55:10.105005,0.0,9.6311,43.5
2024-05-29T15:55:10.353014,0.0,10.6057,44.95
2024-05-29T15:55:10.851623,0.0,12.2598,46.4
2024-05-29T15:55:11.095157,0.0,13.4982,47.85
2024-05-29T15:55:11.594111,0.0,14.1036,49.3
2024-05-29T15:55:11.842616,0.0,14.1036,50.75
2024-05-29T15:55:12.342461,0.0,13.8838,52.2
2024-05-29T15:55:12.585125,0.0,13.7058,53.65
2024-05-29T15:55:13.075141,0.0,13.5324,55.1
2024-05-29T15:55:13.568759,0.0,13.2967,56.55
2024-05-29T15:55:14.076024,0.0,13.0214,59.45
2024-05-29T15:55:14.326723,0.0,13.0214,59.45
2024-05-29T15:55:14.815155,0.0,12.7269,60.9
2024-05-29T15:55:15.067581,0.0,12.5182,62.35
2024-05-29T15:55:15.558601,0.0,12.288,63.8
2024-05-29T15:55:15.812131,0.0,12.4599,65.25
2024-05-29T15:55:16.301847,0.0,13.2637,66.7
2024-05-29T15:55:16.548304,0.0,14.141,68.15
2024-05-29T15:55:17.295268,0.0,14.7253,71.05
2024-05-29T15:55:17.543630,0.0,14.5252,72.5
2024-05-29T15:55:18.038252,0.0,14.369,73.95
2024-05-29T15:55:18.286805,0.0,14.1785,75.4
2024-05-29T15:55:18.779062,0.0,13.9929,76.85
2024-05-29T15:55:18.993739,0.0,13.8121,78.3
2024-05-29T15:55:19.493483,0.0,13.6359,79.75
2024-05-29T15:55:19.741493,0.0,13.6359,79.75
2024-05-29T15:55:20.514806,0.0,13.2309,82.65
2024-05-29T15:55:20.771128,0.0,12.2038,84.1
2024-05-29T15:55:21.247293,0.0,10.543,85.55
2024-05-29T15:55:21.485123,0.0,10.543,85.55
2024-05-29T15:55:21.985070,0.0,7.8377,87.0
2024-05-29T15:55:22.230607,0.0,7.8377,87.0
2024-05-29T15:55:22.748141,0.0,7.8377,87.0
2024-05-29T15:55:22.993885,0.0,7.8377,87.0
