timestamp,hall_cadence,speed,distance
2024-05-29T15:03:40.777337,0.0,0.0,0.0
2024-05-29T15:03:41.023436,0.0,0.0,0.0
2024-05-29T15:03:41.519793,0.0,0.0,0.38
2024-05-29T15:03:42.015504,0.0,0.0,0.38
2024-05-29T15:03:43.008076,0.0,0.0,0.38
2024-05-29T15:03:43.998688,0.0,0.0,0.38
2024-05-29T15:03:44.988472,0.0,0.0,0.38
2024-05-29T15:03:45.233742,0.0,0.3568,0.76
2024-05-29T15:03:45.732259,0.0,3.6381,1.14
2024-05-29T15:03:46.475953,0.0,5.7508,2.27
2024-05-29T15:03:46.722887,0.0,6.2182,3.02
2024-05-29T15:03:47.462254,0.0,6.6075,4.15
2024-05-29T15:03:47.959335,0.0,6.8349,5.28
2024-05-29T15:03:48.209467,0.0,6.9838,5.66
2024-05-29T15:03:48.699970,0.0,7.0428,6.79
2024-05-29T15:03:48.948968,0.0,7.127,7.17
2024-05-29T15:03:49.444176,0.0,7.2196,7.92
2024-05-29T15:03:49.691175,0.0,7.2196,8.67
2024-05-29T15:03:50.433917,0.0,7.2763,10.18
2024-05-29T15:03:50.682667,0.0,7.3924,10.56
2024-05-29T15:03:51.177567,0.0,7.8964,11.69
2024-05-29T15:03:51.425311,0.0,8.3721,12.44
2024-05-29T15:03:51.920876,0.0,9.005,13.57
2024-05-29T15:03:52.168754,0.0,9.2652,14.32
2024-05-29T15:03:52.664225,0.0,9.2038,15.45
2024-05-29T15:03:52.911874,0.0,9.1133,16.2
2024-05-29T15:03:53.655240,0.0,9.0362,18.09
2024-05-29T15:03:53.903029,0.0,8.9663,18.47
2024-05-29T15:03:54.398819,0.0,8.8898,19.6
2024-05-29T15:03:54.646385,0.0,8.824,20.35
2024-05-29T15:03:55.141905,0.0,8.7407,21.48
2024-05-29T15:03:55.390321,0.0,8.6861,22.23
2024-05-29T15:03:55.885295,0.0,8.6143,23.36
2024-05-29T15:03:56.134383,0.0,8.5524,24.11
2024-05-29T15:03:56.876132,0.0,8.4485,25.62
