tempo,velocità,latitudine,longitudine
872.212267,10.18,45.481638,8.292527
873.244615,13.89,45.481621,8.292482999999999
874.276438,16.66,45.481598999999996,8.292427
875.20848,22.96,45.481573,8.292354
876.242477,23.7,45.481541,8.292273999999999
877.274327,25.18,45.481505999999996,8.292190999999999
878.210537,26.29,45.481469,8.292107999999999
879.246563,27.22,45.481429999999996,8.292024999999999
880.181199,27.59,45.481387999999995,8.291945
881.216421,27.400000000000002,45.481345999999995,8.291868
882.2564,27.03,45.481303,8.291792
883.185203,27.03,45.481260999999996,8.291717
884.220629,27.400000000000002,45.481218,8.291639
885.262673,27.400000000000002,45.481175,8.291561999999999
886.197274,27.59,45.481133,8.291483
887.228527,27.59,45.481091,8.291404
888.266711,27.78,45.481049,8.291323
889.197356,27.78,45.481007,8.291241
890.230902,28.330000000000002,45.480965999999995,8.291158
891.264953,28.89,45.480923,8.291074
892.198776,29.07,45.480878,8.290992
893.234985,29.26,45.480833999999994,8.290911
894.270803,28.89,45.48079,8.290829
895.202864,28.89,45.480747,8.290745
896.238859,29.26,45.480705,8.290661
897.272902,29.810000000000002,45.480661,8.290576
898.206676,30.0,45.480615,8.290493
899.242758,29.26,45.48057,8.290412
900.275142,28.89,45.480526,8.290329
901.210962,29.26,45.480483,8.290244999999999
902.242788,29.63,45.480439,8.29016
903.278981,29.810000000000002,45.480395,8.290073999999999
904.215017,30.18,45.480351,8.289989
905.255052,30.37,45.480305,8.289902999999999
906.185624,30.55,45.480256999999995,8.289817
907.224899,30.55,45.48021,8.289731999999999
908.257072,30.37,45.480162,8.289647
909.191725,30.37,45.480115999999995,8.28956
910.227114,30.37,45.480069,8.289473
911.265295,30.55,45.480024,8.289385
912.201357,30.92,45.479977999999996,8.289295
913.235396,31.29,45.479932,8.289204999999999
914.271397,31.29,45.479884,8.289116
915.20721,32.03,45.479835,8.289026999999999
916.243235,31.66,45.479786,8.288939
917.277291,31.66,45.479735999999995,8.288852
918.215125,31.29,45.479687,8.288764
919.245311,31.29,45.479639,8.288675999999999
920.281358,31.48,45.479592,8.288585
921.21733,31.66,45.479544,8.288495
922.253365,32.22,45.479495,8.288404
923.187368,32.03,45.479445999999996,8.288313
924.219581,32.22,45.479397,8.288222
925.255586,32.22,45.479347999999995,8.288131
926.191461,32.03,45.479299999999995,8.288039999999999
927.225653,32.03,45.479251,8.287946999999999
928.267485,32.59,45.479200999999996,8.287854
929.203484,32.59,45.479150999999995,8.287761
930.241701,32.78,45.479101,8.287668
931.181716,33.15,45.479051,8.287575
932.215711,32.96,45.479,8.287481999999999
933.253724,32.96,45.47895,8.287389
934.187737,32.96,45.478899999999996,8.287296
935.22378,32.59,45.478851,8.287203
936.255797,32.78,45.478801999999995,8.287109
937.189819,33.15,45.478753,8.287015
