tempo,velocità,latitudine,longitudine
2754.959249,36.85,45.475327,8.308409
2755.987124,37.22,45.475367999999996,8.308524
2756.910861,36.480000000000004,45.475409,8.308638
2757.939302,36.29,45.475449,8.308750999999999
2758.967343,35.74,45.47549,8.308864
2759.997388,36.11,45.47553,8.308978999999999
2760.922941,35.37,45.475569,8.309092999999999
2761.951327,35.550000000000004,45.475607,8.309209
2762.981256,35.37,45.475643999999996,8.309327
2763.909553,35.92,45.475680999999994,8.309446
2764.937606,35.74,45.475716999999996,8.309566
2765.967458,36.11,45.475750999999995,8.309686
2767.001679,35.92,45.475784999999995,8.309807
2767.933494,36.29,45.475819,8.309928
2768.963525,36.480000000000004,45.475853,8.310049
2769.993833,36.660000000000004,45.475888,8.31017
2770.92168,36.660000000000004,45.475922999999995,8.310289
2771.949679,36.85,45.47596,8.310409
2772.98559,36.85,45.475997,8.310528999999999
2773.911163,36.85,45.476034999999996,8.310648
2774.943589,36.660000000000004,45.476073,8.310766
2775.977659,36.660000000000004,45.476112,8.310884
2777.004017,36.85,45.476153,8.311001
2777.931782,37.04,45.476194,8.311117
2778.961561,37.04,45.476236,8.311232
2779.991783,36.660000000000004,45.476278,8.311347
2780.921372,36.660000000000004,45.476319,8.311461999999999
2781.953945,36.480000000000004,45.476358999999995,8.311577999999999
2782.983806,36.85,45.476397999999996,8.311696
2783.913372,36.660000000000004,45.476434999999995,8.311815
2784.943653,37.04,45.476473,8.311933999999999
2785.979935,37.410000000000004,45.476512,8.312054999999999
2786.909427,37.410000000000004,45.476551,8.312175
2787.942073,37.22,45.476589,8.312294
2788.975911,37.410000000000004,45.476628,8.312413
2790.004232,37.410000000000004,45.476667,8.312531
2790.935961,37.410000000000004,45.476706,8.312649
2791.966141,37.22,45.476746,8.312767
2792.996422,37.22,45.476785,8.312885
2793.922083,36.85,45.476824,8.313003
2794.950124,36.85,45.476862999999994,8.313122
2795.978026,36.85,45.476901,8.313241
2797.006189,37.04,45.476938999999994,8.313361
2797.932102,37.04,45.476976,8.31348
2798.96396,37.22,45.477013,8.3136
2799.994381,36.85,45.477049,8.313718999999999
2800.923694,36.85,45.477084999999995,8.313838
2801.950361,36.85,45.477121,8.313958
2802.982218,37.04,45.477157,8.314077
2803.918283,37.04,45.477194999999995,8.314195999999999
2804.948204,37.410000000000004,45.477233999999996,8.314314999999999
2805.98027,37.04,45.477273,8.314433
2806.911878,37.410000000000004,45.477314,8.314549999999999
2807.944488,36.85,45.477354999999996,8.314665999999999
2808.980328,36.85,45.477396,8.314783
2809.908444,36.480000000000004,45.477436,8.314899
2810.936352,36.480000000000004,45.477475,8.315014999999999
2811.970453,36.11,45.477512,8.315133
2813.004548,36.85,45.477548,8.315253
2813.934494,36.660000000000004,45.477585,8.315374
2814.966545,36.85,45.477619999999995,8.315495
2815.998906,36.480000000000004,45.477655,8.315615
2816.928307,37.22,45.477689,8.315737
2817.958542,37.22,45.477725,8.315858
2818.990639,37.410000000000004,45.477762,8.315978
2819.920097,37.04,45.477799999999995,8.316097
2820.946539,37.410000000000004,45.477838,8.316215
2821.976592,37.04,45.477877,8.316332
2823.004575,37.22,45.477917,8.316449
2823.936753,36.85,45.477956,8.316567
2824.964625,37.22,45.477996999999995,8.316684
2825.998659,36.480000000000004,45.478038999999995,8.316799
2826.932751,36.660000000000004,45.47808,8.316913999999999
2827.96649,36.29,45.478123,8.317027999999999
2828.996708,36.29,45.478164,8.317143
2829.924296,35.550000000000004,45.478204999999996,8.317256
2830.958744,35.74,45.478245,8.317371
2831.986832,35.37,45.478283999999995,8.317485999999999
2832.914868,35.550000000000004,45.478322,8.317603
2833.944801,35.74,45.478359999999995,8.317719
2834.978906,36.29,45.4784,8.317836
2836.007075,35.92,45.478441,8.317949
2836.936692,35.92,45.478485,8.318059
2837.96471,35.92,45.478531,8.318166999999999
2838.994893,35.550000000000004,45.478578,8.318275
2839.923075,35.74,45.478626999999996,8.318379
2840.951103,35.18,45.478677,8.318482999999999
2841.983066,35.18,45.478729,8.318584
2842.911158,35.18,45.478783,8.318684
2843.943064,35.0,45.478837999999996,8.318781
2844.973123,34.44,45.478894,8.318876
2846.001212,34.63,45.478952,8.318971
2846.929139,34.81,45.479009999999995,8.319065
2847.95714,34.63,45.47907,8.319156
2848.991083,34.81,45.479130999999995,8.319246999999999
2849.922654,34.81,45.479192999999995,8.319336
2850.949328,35.18,45.479257,8.319423
2851.977128,34.81,45.479321999999996,8.319505999999999
2853.00736,34.63,45.479389,8.319585
2853.939166,34.81,45.479457,8.319659999999999
2854.967214,34.26,45.479527,8.319730999999999
2855.999241,34.44,45.479599,8.319799
2856.929087,34.26,45.479672,8.319863999999999
2857.959439,34.26,45.479746999999996,8.319925999999999
2858.987441,34.44,45.479822999999996,8.319986
2859.917369,34.81,45.479901999999996,8.320043
2860.947504,34.81,45.47998,8.320096999999999
2861.979434,34.44,45.480059,8.320148999999999
2863.007531,34.07,45.480138,8.3202
2863.939454,33.89,45.480218,8.320248
2864.967421,34.07,45.480298999999995,8.320293999999999
2865.997604,34.07,45.480381,8.320337
2866.925564,33.89,45.480461999999996,8.320376
2867.957541,34.07,45.480543999999995,8.320409999999999
2868.987554,33.89,45.480626,8.320438
2869.915574,34.26,45.480709999999995,8.320462
2870.945687,34.63,45.480793999999996,8.32048
2871.971541,34.63,45.48088,8.320494
2873.00172,34.63,45.480965999999995,8.320506
2873.92768,35.0,45.481052,8.320516
2874.955433,35.18,45.481139999999996,8.320522
2875.98563,35.18,45.481227,8.320526
2876.911617,34.63,45.481313,8.320527
2877.943469,34.26,45.481398999999996,8.320526
2878.975884,33.7,45.481483999999995,8.320523999999999
2880.00771,34.07,45.48157,8.320521
2880.937807,34.44,45.481657,8.320516
2881.965865,35.0,45.481745,8.320509
2882.995939,35.550000000000004,45.481832,8.320497
2883.921831,35.37,45.481918,8.320478999999999
2884.951905,35.37,45.482002,8.320454999999999
2885.979899,35.0,45.482085,8.320427
2886.913384,34.81,45.482167,8.320395
2887.945943,34.44,45.482248,8.320362
2888.977862,34.07,45.482329,8.320326999999999
2890.00806,34.07,45.482409999999994,8.32029
2890.937887,34.44,45.48249,8.320249
2891.968117,34.44,45.482569,8.320203
2893.00195,34.81,45.482647,8.320153
2893.933778,34.63,45.482724999999995,8.320098999999999
2894.964097,35.0,45.482800999999995,8.320041
2895.998041,35.18,45.482876,8.31998
2896.924118,35.37,45.482951,8.319915
2897.950152,35.550000000000004,45.483024,8.319848
2898.978222,34.81,45.483095999999996,8.319780999999999
2900.008246,34.81,45.483166999999995,8.319711999999999
2900.942095,34.63,45.483236999999995,8.319644
2901.976297,34.44,45.483306,8.319571999999999
2903.006398,34.44,45.483376,8.3195
2903.935974,34.07,45.483443,8.319427
2904.96417,34.44,45.483509999999995,8.319352
2905.990187,34.07,45.483574,8.319272999999999
2906.919789,34.07,45.483636,8.319189999999999
2907.952309,34.44,45.483695,8.319105
2908.982439,34.26,45.483751,8.319016
2909.911856,34.44,45.483802999999995,8.318921
2910.938399,34.44,45.483852999999996,8.318824
2911.970296,34.26,45.483902,8.318724
2913.00026,34.26,45.483951,8.318622999999999
2913.925927,33.52,45.483999,8.318524
2914.958366,33.52,45.484049,8.318424
2915.986413,33.89,45.4841,8.318325
2916.914487,33.89,45.484151999999995,8.318226
2917.942456,34.26,45.484204999999996,8.318128
2918.976285,34.26,45.484257,8.31803
2920.006832,35.37,45.484307,8.317927
2920.932654,35.74,45.484353999999996,8.31782
2921.962512,35.0,45.484395,8.317713
2922.994567,34.63,45.484435,8.317606
2923.922646,34.07,45.484474999999996,8.317499999999999
2924.954596,34.44,45.484514999999995,8.317392
2925.986584,34.44,45.484556,8.317285
2926.91419,34.44,45.484598,8.317178
2927.944617,34.44,45.484640999999996,8.317072
2928.974679,34.07,45.484684,8.316965999999999
2930.008705,34.44,45.484725999999995,8.316859
2930.936774,34.81,45.484767999999995,8.316752
2931.966781,35.0,45.484809,8.316644
2932.994883,34.81,45.484849999999994,8.316535
2933.930848,34.63,45.48489,8.316427
2934.964782,34.26,45.484929,8.316319
2935.995048,34.44,45.484967999999995,8.31621
2936.922791,34.07,45.485006,8.316103
2937.954913,34.07,45.485046,8.315996
2938.984852,33.52,45.485087,8.315892
2939.91244,33.7,45.485129,8.315788
2940.940866,34.26,45.485172999999996,8.315683
2941.968856,34.44,45.485217,8.315578
2942.994926,34.63,45.485259,8.315472
2943.923026,34.44,45.485298,8.315366
2944.95504,34.07,45.485338,8.315259
2945.982991,33.89,45.485377,8.315154
2946.916551,33.7,45.485417,8.315049
2947.948852,34.07,45.485457,8.314943
2948.983053,34.07,45.485496,8.314838
2949.914621,34.07,45.485537,8.314732
2950.947087,33.7,45.485579,8.314627
2951.983118,33.52,45.48562,8.314524
2952.912652,33.7,45.485662,8.31442
2953.942947,34.26,45.485703,8.314316
2954.972969,34.07,45.485744,8.31421
2956.003,34.07,45.485783999999995,8.314104
2956.931136,34.07,45.485822999999996,8.313996999999999
2957.963234,33.89,45.485861,8.313891
2958.997513,34.26,45.485901,8.313782999999999
2959.927349,33.7,45.48594,8.313678
