0.074609,0.0028126,0.97
0.074274,0.0028156,0.97
0.073939,0.0028185,0.97
0.073602,0.0028215,0.97
0.073265,0.0028246,0.97
0.072928,0.0028276,0.97
0.072589,0.0028307,0.97
0.07225,0.0028338,0.97
0.071911,0.0028369,0.97
0.07157,0.0028401,0.97
0.071229,0.0028432,0.97
0.070888,0.0028464,0.97
0.070546,0.0028496,0.97
0.070204,0.0028529,0.97
0.069861,0.0028561,0.97
0.069517,0.0028594,0.97
0.069173,0.0028627,0.97
0.068829,0.0028661,0.97
0.068485,0.0028694,0.97
0.06814,0.0028728,0.97
0.067794,0.0028762,0.97
0.067449,0.0028796,0.97
0.067103,0.002883,0.97
0.066756,0.0028865,0.97
0.06641,0.00289,0.97
0.066063,0.0028935,0.97
0.065717,0.002897,0.97
0.06537,0.0029005,0.97
0.065023,0.0029041,0.97
0.064675,0.0029077,0.97
0.064328,0.0029113,0.97
0.063981,0.0029149,0.97
0.063633,0.0029185,0.97
0.063286,0.0029222,0.97
0.062939,0.0029258,0.97
0.062591,0.0029295,0.97
0.062244,0.0029332,0.97
0.061897,0.002937,0.97
0.06155,0.0029407,0.97
0.061203,0.0029445,0.97
0.060857,0.0029483,0.97
0.06051,0.0029521,0.97
0.060164,0.0029559,0.97
0.059818,0.0029597,0.97
0.059472,0.0029636,0.97
0.059126,0.0029674,0.97
0.058781,0.0029713,0.97
0.058437,0.0029752,0.97
0.058092,0.0029791,0.97
0.057748,0.0029831,0.97
0.057404,0.002987,0.97
0.057061,0.002991,0.97
0.056719,0.002995,0.97
0.056376,0.002999,0.97
0.056035,0.003003,0.97
0.055694,0.003007,0.97
0.055353,0.003011,0.97
0.055013,0.0030151,0.97
0.054674,0.0030192,0.97
0.054335,0.0030232,0.97
0.053997,0.0030273,0.97
0.05366,0.0030314,0.97
0.053323,0.0030355,0.97
0.052987,0.0030397,0.97
0.052652,0.0030438,0.97
0.052318,0.003048,0.97
0.051985,0.0030522,0.97
0.051652,0.0030563,0.97
0.05132,0.0030605,0.97
0.05099,0.0030647,0.97
0.05066,0.003069,0.97
0.050331,0.0030732,0.97
0.050003,0.0030774,0.97
0.049676,0.0030817,0.97
0.04935,0.0030859,0.97
0.049025,0.0030902,0.97
0.048701,0.0030945,0.97
0.048379,0.0030988,0.97
0.048057,0.0031031,0.97
0.047737,0.0031074,0.97
0.047417,0.0031117,0.97
0.047099,0.0031161,0.97
0.046782,0.0031204,0.97
0.046467,0.0031248,0.97
0.046153,0.0031292,0.97
0.04584,0.0031338,0.97
0.045528,0.0031384,0.97
0.045218,0.0031432,0.97
0.044909,0.0031479,0.97
0.044601,0.0031528,0.97
0.044295,0.0031577,0.97
0.043991,0.0031627,0.97
0.043687,0.0031678,0.97
0.043386,0.0031729,0.97
0.043086,0.003178,0.97
0.042787,0.0031832,0.97
0.04249,0.0031884,0.97
0.042195,0.0031937,0.97
0.041901,0.003199,0.97
0.041609,0.0032043,0.97
