GOTOES_CSV,timestamp,position_lat,position_long,altitude,heart_rate,cadence,distance,speed,power,compressed_speed_distance,grade,resistance,time_from_course,cycle_length,temperature,,,,speed_1s,cycles,total_cycles,,,,,,,,,compressed_accumulated_power,accumulated_power,left_right_balance,gps_accuracy,vertical_speed,calories,,,,,,vertical_oscillation,stance_time_percent,stance_time,activity_type,left_torque_effectiveness,right_torque_effectiveness,left_pedal_smoothness,right_pedal_smoothness,combined_pedal_smoothness,time128,stroke_type,zone,ball_speed,cadence256,fractional_cadence,total_hemoglobin_conc,total_hemoglobin_conc_min,total_hemoglobin_conc_max,saturated_hemoglobin_percent,saturated_hemoglobin_percent_min,saturated_hemoglobin_percent_max,,unknown61,device_index,,,,unknown66,left_pco,right_pco,left_power_phase,left_power_phase_peak,right_power_phase,right_power_phase_peak,enhanced_speed,,,,,enhanced_altitude,,,battery_soc,motor_power,vertical_ratio,stance_time_balance,step_length,,,,,,absolute_pressure,depth,next_stop_depth,next_stop_time,time_to_surface,ndl_time,cns_load,n2_load,,,,,,,,,,,,,,,,grit,flow,,ebike_travel_range,ebike_battery_level,ebike_assist_mode,ebike_assist_level_percent
,2024-05-24T23:16:53,45.5016271,8.0989176,280.8,72,,0.03,0.000,0,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3904,,,,,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-05-24T23:16:54,45.5016266,8.0989176,280.8,73,,0.08,0.000,0,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3904,,,,,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-05-24T23:28:07,45.5014224,8.0990495,279.4,102,,0.08,8.766,65535,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-05-24T23:28:08,45.5013985,8.0990628,279.4,104,,2.93,10.681,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-05-24T23:28:09,45.5013699,8.0990813,279.4,104,32,6.42,12.125,143,,,,,,16,,,,,,,,,,,,,,,,286,182,,,,,,,,,,,,,0.0,0.0,,,56.5,,,,,,0.00,,,,,,,,3900,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-05-24T23:28:10,45.5013391,8.0990962,279.2,105,37,10.04,13.637,153,,,,,,16,,,,,,,,,,,,,,,,439,178,,,,,,,,,,,,,0.0,0.0,,,62.5,,,,,,0.00,,,,,,,,3899,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-05-24T23:28:11,45.5013004,8.0991180,279.2,108,42,14.65,15.923,159,,,,,,16,,,,,,,,,,,,,,,,598,180,,,,,,,,,,,,,0.0,0.0,,,68.0,,,,,,0.00,,,,,,,,3899,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-05-24T23:28:12,45.5012620,8.0991455,279.2,109,42,19.43,17.298,157,,,,,,16,,,,,,,,,,,,,,,,598,180,,,,,,,,,,,,,0.0,0.0,,,63.5,,,,,,0.00,,,,,,,,3899,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-05-24T23:28:13,45.5012221,8.0991736,279.2,109,46,24.38,18.677,157,,,,,,16,,,,,,,,,,,,,,,,912,187,,,,,,,,,,,,,0.0,0.0,,,54.5,,,,,,0.00,,,,,,,,3899,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-05-24T23:28:14,45.5011724,8.0992081,279.2,111,49,30.52,20.221,173,,,,,,16,,,,,,,,,,,,,,,,1085,172,,,,,,,,,,,,,0.0,0.0,,,54.5,,,,,,0.00,,,,,,,,3899,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-05-24T23:28:15,45.5011221,8.0992390,279.2,114,53,36.62,21.532,205,,,,,,16,,,,,,,,,,,,,,,,1290,179,,,,,,,,,,,,,0.0,0.0,,,68.0,,,,,,0.00,,,,,,,,3899,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-05-24T23:28:16,45.5010680,8.0992749,279.2,114,56,43.25,23.346,188,,,,,,16,,,,,,,,,,,,,,,,1478,188,,,,,,,,,,,,,0.0,0.0,,,55.5,,,,,,0.00,,,,,,,,3899,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-05-24T23:28:17,45.5010049,8.0993177,279.2,118,59,51.02,25.495,188,,,,,,16,,,,,,,,,,,,,,,,1666,181,,,,,,,,,,,,,0.0,0.0,,,64.5,,,,,,0.00,,,,,,,,3899,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
