timestamp,tkBattery,rxShifting,gear,speed,distance,raw_speed,raw_distance,latitude,longitude
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.070884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.141770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.212605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.283469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.354337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.425203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.496069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.566946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.637807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.708658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.779526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.850407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.910938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.921253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.992118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.062991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.133840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.204709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.275570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.346427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.417281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.488135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.558984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.629837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.700699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.771566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.842408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.910936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.913255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.984116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.054978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.125836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.196696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.267562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.338419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.409276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.480139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.550988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.621846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.692693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.763549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.834417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.905292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.910982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.976177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.046949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.117801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.188648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.259486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.330321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.401155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.472000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.542851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.613710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.684550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.755397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.826235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.897060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.910977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.967909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.038777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.109600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.180455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.251278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.322113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.392954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.463824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.534685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.605600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.676387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.747271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.818033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.888866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.910954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
