timestamp,tkBattery,rxShifting,gear,speed,distance,raw_speed,raw_distance,latitude,longitude
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.070795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.090585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.141585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.212387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.283196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.353991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.424803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.495636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.566424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.637234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.644381,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0
000.644577,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0
000.644759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.990949,7.599728
000.708036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.778822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.849634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.920437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.991236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.062028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.090601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.132839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.203644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.274428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.345240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.416048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.486850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.557650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.628452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.672354,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
001.672555,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0
001.672742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.99095,7.599727
001.699246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.770036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.840821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.911621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001.982415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.053200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.090611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.124019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.194794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.265598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.336394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.407195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.477992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.548811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.598401,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
002.598604,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0
002.598801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.99095,7.59973
002.619593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.690410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.761222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.832035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.902854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002.973620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.044424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.090630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.115227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.186060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.256840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.327645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.398433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.469243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.540059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.610884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.626029,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0
003.626236,0.0,0.0,0.0,0.27,0.0,0.27,0.0,0.0,0.0
003.626420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.990949,7.599733
003.681678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.752475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.823287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.894097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003.964901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.035728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004.090667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
