7.85,0,19.219,123,0,28,89,0,1362.8
7.8667,0,20.61,214,0.005719,45,91,0,1363
7.8833,0,22.034,241,0.011844,50,93,0,1363.6
7.9,0,23.877,246,0.018475,54,96,0,1363.8
7.9167,0,24.976,237,0.025411,58,98,0,1363.4
7.9333,0,26.312,239,0.032722,61,101,0,1363.6
7.95,0,27.513,229,0.040367,64,104,0,1363.4
7.9667,0,28.678,228,0.048327,66,107,0,1364.2
7.9833,0,29.944,215,0.056652,68,108,0,1364.2
8,0,30.974,246,0.065251,71,111,0,1364.2
8.0167,0,32.072,221,0.074164,73,114,0,1363.6
8.0333,0,33.456,255,0.083452,76,115,0,1363.4
8.05,0,34.522,280,0.093045,79,116,0,1363.8
8.0667,0,35.427,241,0.10288,81,117,0,1364
8.0833,0,36.5,245,0.11302,84,118,0,1364.4
8.1,0,37.508,247,0.12344,87,119,0,1364.6
8.1167,0,38.577,242,0.13416,89,120,0,1364.6
8.1333,0,38.994,231,0.14499,91,122,0,1364.4
8.15,0,40.45,251,0.15623,94,123,0,1364.2
8.1667,0,41.166,223,0.16766,96,124,0,1364
8.1833,0,42.18,215,0.17938,98,125,0,1364.6
8.2,0,43.188,222,0.19137,100,127,0,1364.4
8.2167,0,43.889,216,0.20356,102,128,0,1364.4
8.2333,0,44.98,244,0.21606,91,129,0,1363.8
8.25,0,45.74,275,0.22877,93,130,0,1363.6
8.2667,0,46.725,290,0.24175,95,132,0,1364
8.2833,0,47.755,265,0.25501,97,133,0,1364.4
8.3,0,48.831,259,0.26858,99,134,0,1364.2
8.3167,0,49.726,251,0.28239,101,135,0,1364.2
8.3333,0,50.343,250,0.29637,102,137,0,1363.6
8.35,0,51.376,249,0.31064,104,138,0,1364.4
8.3667,0,51.949,247,0.32507,106,139,0,1363.8
8.3833,0,52.624,274,0.33969,108,140,0,1363.8
8.4,0,53.402,283,0.35452,109,141,0,1363.8
8.4167,0,54.384,262,0.36963,102,143,0,1363.2
8.4333,0,55.121,283,0.38494,99,143,0,1363.8
8.45,0,55.687,267,0.40041,101,144,0,1363.8
8.4667,0,56.461,268,0.41609,102,145,0,1364.4
8.4833,0,57.173,272,0.43197,104,146,0,1363.8
8.5,0,57.866,285,0.44805,105,146,0,1363.8
8.5167,0,58.49,263,0.4643,106,147,0,1363.8
8.5333,0,59.129,277,0.48072,107,147,0,1364
8.55,0,59.779,247,0.49733,109,148,0,1363.8
8.5667,0,60.447,261,0.51437,110,149,0,1363.8
8.5833,0,61.13,275,0.53109,111,149,0,1363.6
8.6,0,61.827,268,0.54829,112,149,0,1363.6
8.6167,0,62.301,284,0.56558,99,149,0,1363.2
8.6333,0,63.024,282,0.58308,99,150,0,1363
8.65,0,63.765,261,0.60079,100,150,0,1363
8.6667,0,64.269,254,0.61864,101,150,0,1363.4
8.6833,0,64.784,266,0.63664,102,150,0,1363.2
8.7,0,65.302,271,0.65478,103,150,0,1363
8.7167,0,65.7,266,0.67303,104,150,0,1362.8
8.7333,0,66.642,284,0.69154,105,150,0,1362.6
8.75,0,66.915,268,0.71014,106,150,0,1362.6
8.7667,0,67.47,278,0.72887,107,150,0,1363
8.7833,0,68.321,276,0.74785,107,150,0,1363.4
8.8,0,68.609,282,0.76691,109,150,0,1363.6
8.8167,0,69.193,280,0.78612,109,150,0,1363.4
8.8333,0,69.788,256,0.80551,111,151,0,1363.4
8.85,0,70.391,284,0.82507,112,151,0,1362.8
8.8667,0,71.008,284,0.84479,112,151,0,1362.4
8.8833,0,71.789,302,0.86473,113,152,0,1362
8.9,0,72.267,260,0.88481,103,152,0,1362.6
8.9167,0,72.917,304,0.90507,102,152,0,1362
8.9333,0,73.494,318,0.92548,103,152,0,1362.8
8.95,0,74.249,288,0.94612,104,153,0,1362.4
8.9667,0,74.589,286,0.96682,105,153,0,1362.4
8.9833,0,75.279,279,0.98773,106,153,0,1362
9,0,75.804,287,1.0088,106,154,0,1362.4
9.0167,0,76.341,273,1.03,107,154,0,1362.4
9.0333,0,76.881,279,1.0513,108,154,0,1362.6
9.05,0,77.064,276,1.0728,109,155,0,1362.6
9.0667,0,77.706,301,1.0943,109,155,0,1362.6
9.0833,0,78.173,301,1.1161,110,155,0,1362
9.1,0,78.553,271,1.1379,110,157,0,1362
9.1167,0,78.838,261,1.1598,111,157,0,1361.6
