timestamp,altitude,heart_rate,cadence,distance,speed,power,temperature
2023-09-13T08:37:56,1391.6,180,93,7284.7,68.526,171,18
2023-09-13T08:37:57,1391.6,180,93,7303.65,68.526,208,18
2023-09-13T08:37:58,1391.6,180,93,7323.36,68.76,203,18
2023-09-13T08:37:59,1391.4,181,93,7342.19,68.893,197,18
2023-09-13T08:38:00,1391.2,181,93,7361.58,69.095,200,18
2023-09-13T08:38:01,1391,181,93,7361.58,69.095,170,18
2023-09-13T08:38:02,1390.8,180,93,7400.43,68.692,166,18
2023-09-13T08:38:03,1390.6,180,92,7419.2,68.526,179,18
2023-09-13T08:38:04,1390.4,181,93,7419.2,68.526,182,18
2023-09-13T08:38:05,1390.4,181,92,7458.12,68.962,186,18
2023-09-13T08:38:06,1390.2,181,92,7458.12,68.962,178,18
2023-09-13T08:38:07,1390,181,93,7477.39,69.264,188,18
2023-09-13T08:38:08,1390,182,92,7496.48,68.659,171,18
2023-09-13T08:38:09,1389.8,182,92,7515.69,68.861,172,18
2023-09-13T08:38:10,1389.8,182,92,7534.39,69.332,169,18
2023-09-13T08:38:11,1389.8,182,92,7552.79,68.256,175,18
2023-09-13T08:38:12,1389.8,182,92,7572.16,68.558,170,18
2023-09-13T08:38:13,1389.6,182,92,7591,68.324,190,18
2023-09-13T08:38:14,1389.6,182,92,7609.51,67.482,187,18
2023-09-13T08:38:15,1389.6,182,92,7628.58,67.986,180,18
2023-09-13T08:38:16,1389.4,182,92,7647.56,67.885,153,18
2023-09-13T08:38:17,1389.4,182,92,7665.63,67.316,169,18
2023-09-13T08:38:18,1389.4,182,92,7684.01,67.684,165,18
2023-09-13T08:38:19,1389.2,182,92,7703.13,68.054,163,18
2023-09-13T08:38:20,1389.2,182,92,7722.57,68.256,196,18
2023-09-13T08:38:21,1389,182,92,7741.2,67.248,196,18
2023-09-13T08:38:22,1389,182,92,7759.97,67.752,182,18
2023-09-13T08:38:23,1389,182,92,7778.59,67.651,196,18
2023-09-13T08:38:24,1388.8,182,92,7797.01,67.147,197,18
2023-09-13T08:38:25,1388.6,183,92,7815.62,67.115,166,18
2023-09-13T08:38:26,1388.4,183,92,7834.45,67.316,166,18
2023-09-13T08:38:27,1388.4,183,92,7852.41,66.611,170,18
2023-09-13T08:38:28,1388.2,183,92,7871.52,68.022,162,18
2023-09-13T08:38:29,1388,184,92,7890.61,67.583,177,18
2023-09-13T08:38:30,1387.8,184,92,7909.55,67.583,190,18
2023-09-13T08:38:31,1387.6,184,92,7928.6,67.619,221,18
2023-09-13T08:38:32,1387.6,184,92,7947.28,67.417,207,18
2023-09-13T08:38:33,1387.4,184,92,7967.21,68.256,189,18
2023-09-13T08:38:34,1387.2,184,92,7986.65,68.558,188,18
2023-09-13T08:38:35,1387,184,92,8025.36,68.929,183,18
2023-09-13T08:38:36,1387,184,92,8025.36,68.929,173,18
2023-09-13T08:38:37,1387,184,92,8045.02,69.196,174,18
2023-09-13T08:38:38,1387,184,92,8063.34,68.155,186,18
2023-09-13T08:38:39,1386.8,184,92,8081.7,67.651,181,18
2023-09-13T08:38:40,1386.6,184,92,8100.68,67.583,200,18
2023-09-13T08:38:41,1386.6,184,93,8118.6,67.014,196,18
2023-09-13T08:38:42,1386.6,184,92,8138.18,68.929,202,18
2023-09-13T08:38:43,1386.4,184,92,8156.7,68.288,178,18
2023-09-13T08:38:44,1386.2,185,92,8176.39,68.929,188,18
2023-09-13T08:38:45,1386.2,185,92,8194.85,67.482,178,18
2023-09-13T08:38:46,1386,185,92,8213.98,67.619,139,18
2023-09-13T08:38:47,1385.8,184,92,8232.46,67.316,162,18
2023-09-13T08:38:48,1385.8,184,91,8250.83,67.482,144,18
2023-09-13T08:38:49,1385.6,184,91,8269.43,67.115,169,18
2023-09-13T08:38:50,1385.6,185,91,8288.01,67.115,137,18
2023-09-13T08:38:51,1385.6,185,91,8306.85,66.877,134,18
2023-09-13T08:38:52,1385.4,185,0,8325.8,66.845,0,18
2023-09-13T08:38:53,1385.2,185,0,8344.27,66.712,0,18
2023-09-13T08:38:54,1385.2,185,0,8362.02,66.038,0,18
2023-09-13T08:38:55,1385.2,185,0,8379.56,65.099,0,18
2023-09-13T08:38:56,1385.2,184,84,8415.22,64.728,26,18
2023-09-13T08:38:57,1385,183,0,8433.66,65.434,0,18
2023-09-13T08:38:58,1385,182,0,8452.3,65.369,0,18
2023-09-13T08:38:59,1385,182,0,8469.85,63.72,0,18
2023-09-13T08:39:00,1384.8,182,0,8486.93,62.208,0,18
2023-09-13T08:39:01,1384.8,181,0,8504.77,62.244,0,18
2023-09-13T08:39:02,1384.6,180,0,8523.09,63.756,0,18
2023-09-13T08:39:03,1384.6,180,0,8540.61,63.655,0,18
2023-09-13T08:39:04,1384.6,179,0,8557.94,63.353,0,18
2023-09-13T08:39:05,1384.6,179,0,8575.09,62.849,0,18
2023-09-13T08:39:06,1384.2,178,0,8592.3,62.143,0,18
2023-09-13T08:39:07,1384.2,178,0,8592.3,62.143,0,18
2023-09-13T08:39:08,1384,177,0,8629.66,62.881,0,18
2023-09-13T08:39:09,1384,177,0,8647,62.68,0,18
2023-09-13T08:39:10,1383.8,176,0,8647,62.68,0,18
2023-09-13T08:39:11,1383.6,176,0,8681.07,62.006,0,18
2023-09-13T08:39:12,1383.6,175,0,8697,60.664,0,18
2023-09-13T08:39:13,1383.6,174,0,8697,60.664,0,18
2023-09-13T08:39:14,1383.4,174,0,8729.04,59.857,0,18
2023-09-13T08:39:15,1383.4,173,0,8745.85,60.16,0,18
2023-09-13T08:39:16,1383.4,173,0,8762.23,59.825,0,18
2023-09-13T08:39:17,1383.4,173,0,8777.93,58.849,0,18
2023-09-13T08:39:18,1383.2,172,0,8793.46,57.942,0,18
2023-09-13T08:39:19,1383.2,171,0,8809.72,58.446,0,18
2023-09-13T08:39:20,1383.2,171,0,8825.35,57.438,0,18
2023-09-13T08:39:21,1383,171,0,8840.08,56.768,0,18
2023-09-13T08:39:22,1383,171,0,8855.38,56.599,0,18
2023-09-13T08:39:23,1383,170,0,8871.56,57.373,0,18
2023-09-13T08:39:24,1382.8,170,0,8886.27,55.76,0,18
2023-09-13T08:39:25,1382.8,170,0,8886.27,55.76,0,18
2023-09-13T08:39:26,1382.6,169,0,8920.01,56.434,0,18
2023-09-13T08:39:27,1382.6,169,0,8935.81,55.76,0,18
2023-09-13T08:39:28,1382.6,169,0,8951.06,55.49,0,18
2023-09-13T08:39:29,1382.6,169,0,8966.04,55.289,0,18
2023-09-13T08:39:30,1382.4,169,0,8981.44,55.224,0,18
2023-09-13T08:39:31,1382.4,169,0,8981.44,55.224,0,18
2023-09-13T08:39:32,1382.4,169,0,9010.43,53.644,0,18
2023-09-13T08:39:33,1382.4,168,0,9024.88,53.14,0,18
2023-09-13T08:39:34,1382.4,168,0,9039.55,52.873,0,18
2023-09-13T08:39:35,1382.4,168,0,9053.82,51.325,0,18
2023-09-13T08:39:36,1382.4,167,0,9067.91,51.394,0,18
2023-09-13T08:39:37,1382.4,167,0,9067.91,51.394,0,18
2023-09-13T08:39:38,1382.4,167,0,9095.2,50.857,0,18
2023-09-13T08:39:39,1382.4,166,0,9108.38,50.386,0,18
2023-09-13T08:39:40,1382.2,166,0,9121.05,49.144,0,18
2023-09-13T08:39:41,1382.2,165,0,9134.39,49.007,0,18
2023-09-13T08:39:42,1382,165,0,9147.39,48.269,0,18
2023-09-13T08:39:43,1382,165,0,9147.39,48.269,0,18
2023-09-13T08:39:44,1382,164,0,9172.44,46.422,0,18
2023-09-13T08:39:45,1382,164,0,9184.39,44.64,0,18
2023-09-13T08:39:46,1382,164,0,9195.82,42.93,0,18
2023-09-13T08:39:47,1382,164,0,9207.63,42.491,0,18
2023-09-13T08:39:48,1381.8,164,0,9219.44,43.031,0,18
2023-09-13T08:39:49,1381.8,164,0,9219.44,43.031,0,18
2023-09-13T08:39:50,1381.8,164,0,9243.38,42.628,0,18
2023-09-13T08:39:51,1381.8,163,0,9255.9,42.962,0,18
2023-09-13T08:39:52,1381.8,164,0,9267.73,42.055,0,18
2023-09-13T08:39:53,1381.6,163,0,9279.25,41.281,0,18
2023-09-13T08:39:54,1381.6,163,0,9290.15,40.475,0,18
2023-09-13T08:39:55,1381.4,163,0,9290.15,40.475,0,18
2023-09-13T08:39:56,1381.4,163,0,9311.84,38.495,0,18
2023-09-13T08:39:57,1381.2,163,0,9321.5,37.152,0,18
2023-09-13T08:39:58,1381,163,0,9331.5,36.814,0,18
2023-09-13T08:39:59,1381,163,0,9341.64,36.277,0,18
2023-09-13T08:40:00,1380.8,162,0,9352.88,37.051,0,18
2023-09-13T08:40:01,1380.6,162,0,9362.54,35.237,0,18
2023-09-13T08:40:02,1380.6,162,0,9372.36,33.624,0,18
2023-09-13T08:40:03,1380.4,162,0,9381.8,33.221,0,18
2023-09-13T08:40:04,1380.2,162,0,9389.53,31.777,0,18
2023-09-13T08:40:05,1380,162,0,9397.65,29.358,0,18
2023-09-13T08:40:06,1380,162,0,9404.94,27.713,0,18
2023-09-13T08:40:07,1380,161,0,9411.29,26.269,0,18
2023-09-13T08:40:08,1380,161,0,9417.23,23.713,0,18
2023-09-13T08:40:09,1379.8,161,0,9422.41,22.104,0,18
2023-09-13T08:40:10,1379.6,161,0,9426.72,20.221,0,18
2023-09-13T08:40:11,1379.6,161,0,9429.15,15.721,0,18
2023-09-13T08:40:12,1379.4,161,0,9431.45,10.915,0,18
2023-09-13T08:40:13,1379.2,160,0,9431.45,10.915,0,18
2023-09-13T08:40:14,1379,160,0,9435.1,3.931,0,18
2023-09-13T08:40:15,1378.6,159,0,9435.28,0,0,18
2023-09-13T08:40:16,1378.4,159,,9435.37,0,0,18
