timestamp,power,instant_power,cadence,avg_heartrate
2025-06-13 15:46:34,19.5,80.5,38.5,129.66666666666666
2025-06-13 15:46:35,71.5,121.5,50.0,131.0
2025-06-13 15:46:36,112.0,139.0,55.0,132.5
2025-06-13 15:46:37,128.5,143.5,55.0,133.66666666666666
2025-06-13 15:46:38,146.0,155.0,56.0,135.0
2025-06-13 15:46:39,150.0,156.25,56.25,136.5
2025-06-13 15:46:40,156.0,160.0,57.0,138.0
2025-06-13 15:46:41,158.0,157.0,57.66666666666666,139.5
2025-06-13 15:46:42,158.0,156.0,58.0,140.5
2025-06-13 15:46:43,154.5,147.0,56.0,142.0
2025-06-13 15:46:44,150.75,149.0,54.75,143.0
2025-06-13 15:46:45,150.0,154.0,52.0,144.0
2025-06-13 15:46:46,152.33333333333334,154.0,52.0,145.25
2025-06-13 15:46:47,153.0,154.0,52.0,146.0
2025-06-13 15:46:48,148.5,140.5,52.0,147.0
2025-06-13 15:46:49,140.0,137.0,53.0,147.5
2025-06-13 15:46:50,139.0,150.0,54.0,147.5
2025-06-13 15:46:51,145.0,148.5,54.0,148.5
2025-06-13 15:46:52,149.0,150.0,54.0,149.0
2025-06-13 15:46:53,150.25,152.25,54.75,149.5
2025-06-13 15:46:54,152.0,153.0,55.0,150.0
2025-06-13 15:46:55,149.25,144.75,55.75,150.0
2025-06-13 15:46:56,144.0,142.0,56.0,150.5
2025-06-13 15:46:57,144.0,142.0,56.0,151.0
2025-06-13 15:46:58,144.0,147.5,56.5,151.33333333333334
2025-06-13 15:46:59,146.0,147.0,57.0,152.0
2025-06-13 15:47:00,145.0,142.0,57.0,152.0
2025-06-13 15:47:01,142.0,137.0,57.0,152.33333333333334
2025-06-13 15:47:02,136.5,134.0,58.0,153.0
2025-06-13 15:47:03,136.0,138.0,58.0,153.5
2025-06-13 15:47:04,136.0,136.0,59.0,154.0
2025-06-13 15:47:05,135.25,132.5,58.5,154.0
2025-06-13 15:47:06,131.0,126.0,58.0,154.5
2025-06-13 15:47:07,127.5,126.0,58.0,155.0
2025-06-13 15:47:08,127.0,128.0,59.0,155.0
2025-06-13 15:47:09,127.0,127.0,59.0,156.0
2025-06-13 15:47:10,127.0,127.0,59.0,156.0
2025-06-13 15:47:11,125.5,123.0,58.0,156.0
2025-06-13 15:47:12,125.0,126.75,59.5,157.0
2025-06-13 15:47:13,125.0,128.0,60.0,157.0
2025-06-13 15:47:14,134.0,145.75,60.75,157.0
2025-06-13 15:47:15,142.0,150.0,61.0,157.0
2025-06-13 15:47:16,139.66666666666666,127.0,61.0,157.5
2025-06-13 15:47:17,134.5,130.0,65.0,158.0
2025-06-13 15:47:18,135.0,149.0,72.0,158.0
2025-06-13 15:47:19,145.75,151.25,72.75,158.5
2025-06-13 15:47:20,150.0,152.0,73.0,159.0
2025-06-13 15:47:21,145.0,137.5,73.0,159.0
2025-06-13 15:47:22,137.0,136.0,73.0,159.0
2025-06-13 15:47:23,136.66666666666666,139.0,73.33333333333333,159.0
2025-06-13 15:47:24,139.5,141.5,73.5,159.0
2025-06-13 15:47:25,142.0,147.0,74.0,159.0
2025-06-13 15:47:26,147.25,154.25,74.75,159.0
2025-06-13 15:47:27,152.0,145.0,75.0,159.0
2025-06-13 15:47:28,151.5,147.25,74.25,159.0
2025-06-13 15:47:29,156.0,169.0,75.0,159.0
