0.058733,0.0030046,0.97
0.058745,0.0030077,0.97
0.058749,0.0030109,0.97
0.058744,0.0030141,0.97
0.05873,0.0030174,0.97
0.058708,0.0030206,0.97
0.058677,0.0030239,0.97
0.058638,0.0030272,0.97
0.05859,0.0030305,0.97
0.058535,0.0030339,0.97
0.058471,0.0030373,0.97
0.0584,0.0030407,0.97
0.058321,0.0030441,0.97
0.058234,0.0030476,0.97
0.058139,0.0030511,0.97
0.058038,0.0030546,0.97
0.057928,0.0030581,0.97
0.057812,0.0030617,0.97
0.057688,0.0030653,0.97
0.057558,0.0030689,0.97
0.05742,0.0030725,0.97
0.057276,0.0030761,0.97
0.057125,0.0030798,0.97
0.056968,0.0030835,0.97
0.056804,0.0030872,0.97
0.056633,0.003091,0.97
0.056457,0.0030947,0.97
0.056274,0.0030985,0.97
0.056086,0.0031023,0.97
0.055891,0.0031061,0.97
0.055691,0.00311,0.97
0.055485,0.0031138,0.97
0.055273,0.0031177,0.97
0.055056,0.0031216,0.97
0.054834,0.0031255,0.97
0.054607,0.0031295,0.97
0.054374,0.0031335,0.97
0.054136,0.0031374,0.97
0.053894,0.0031414,0.97
0.053647,0.0031455,0.97
0.053395,0.0031495,0.97
0.053138,0.0031536,0.97
0.052877,0.0031576,0.97
0.052612,0.0031617,0.97
0.052343,0.0031659,0.97
0.052069,0.00317,0.97
0.051792,0.0031741,0.97
0.05151,0.0031783,0.97
0.051225,0.0031825,0.97
0.050936,0.0031867,0.97
0.050644,0.0031909,0.97
0.050348,0.0031951,0.97
0.050049,0.0031994,0.97
0.049747,0.0032037,0.97
0.049441,0.0032079,0.97
0.049133,0.0032122,0.97
0.048822,0.0032165,0.97
0.048508,0.0032209,0.97
0.048191,0.0032252,0.97
0.047872,0.0032296,0.97
0.04755,0.0032339,0.97
0.047226,0.0032383,0.97
0.0469,0.0032427,0.97
0.046572,0.0032472,0.97
0.046242,0.0032516,0.97
0.04591,0.003256,0.97
0.045576,0.0032605,0.97
0.04524,0.0032649,0.97
0.044903,0.0032694,0.97
0.044565,0.0032739,0.97
0.044225,0.0032784,0.97
0.043884,0.0032829,0.97
0.043542,0.0032875,0.97
0.043199,0.003292,0.97
0.042855,0.0032966,0.97
0.042511,0.0033011,0.97
0.042165,0.0033057,0.97
0.04182,0.0033103,0.97
0.041473,0.0033149,0.97
0.041127,0.0033195,0.97
0.04078,0.0033241,0.97
0.040433,0.0033288,0.97
0.040087,0.0033334,0.97
0.03974,0.0033381,0.97
0.039394,0.0033428,0.97
0.039048,0.0033477,0.97
0.038702,0.0033526,0.97
0.038357,0.0033577,0.97
0.038013,0.0033628,0.97
0.03767,0.003368,0.97
0.037327,0.0033733,0.97
0.036986,0.0033786,0.97
0.036646,0.003384,0.97
0.036307,0.0033894,0.97
0.035969,0.0033949,0.97
0.035633,0.0034005,0.97
0.035298,0.003406,0.97
0.034965,0.0034117,0.97
0.034634,0.0034173,0.97
0.034305,0.003423,0.97
0.033978,0.0034287,0.97
0.033653,0.0034344,0.97
0.033331,0.0034401,0.97
0.03301,0.0034458,0.97
0.032693,0.0034515,0.97
0.032377,0.0034572,0.97
0.032065,0.0034629,0.97
0.031755,0.0034685,0.97
0.031449,0.0034742,0.97
0.031145,0.0034798,0.97
0.030845,0.0034854,0.97
0.030547,0.0034909,0.97
0.030254,0.0034965,0.97
0.029963,0.0035019,0.97
0.029676,0.0035073,0.97
0.029393,0.0035127,0.97
0.029114,0.0035179,0.97
0.028839,0.0035232,0.97
0.028568,0.0035283,0.97
0.028301,0.0035334,0.97
0.028038,0.0035383,0.97
0.02778,0.0035432,0.97
0.027526,0.003548,0.97
