timestamp,heartrate
2024-09-09T18:17:32.344792,110.0
2024-09-09T18:17:41.737604,107.0
2024-09-09T18:17:41.981630,107.0
2024-09-09T18:17:42.960417,105.0
2024-09-09T18:17:43.945911,104.0
2024-09-09T18:17:44.191684,104.0
2024-09-09T18:17:44.684131,103.0
2024-09-09T18:17:45.669212,103.0
2024-09-09T18:18:29.753934,102.0
2024-09-09T18:18:36.157168,102.0
2024-09-09T18:18:36.402467,102.0
2024-09-09T18:18:39.111867,103.0
2024-09-09T18:18:39.604142,102.0
2024-09-09T18:18:42.313157,102.0
2024-09-09T18:18:43.299492,101.0
2024-09-09T18:18:44.777096,98.0
2024-09-09T18:18:45.022266,98.0
2024-09-09T18:18:45.268632,98.0
2024-09-09T18:18:45.519090,98.0
2024-09-09T18:18:46.007298,98.0
2024-09-09T18:18:46.499857,98.0
2024-09-09T18:18:52.656980,97.0
2024-09-09T18:18:52.897911,97.0
2024-09-09T18:18:53.395492,97.0
2024-09-09T18:18:53.888117,95.0
2024-09-09T18:18:54.382000,95.0
2024-09-09T18:18:54.873720,95.0
2024-09-09T18:18:55.128820,95.0
2024-09-09T18:18:55.619307,91.0
2024-09-09T18:18:56.592107,91.0
2024-09-09T18:18:57.089784,90.0
2024-09-09T18:18:57.833638,90.0
2024-09-09T18:18:59.306223,90.0
2024-09-09T18:19:01.030415,89.0
2024-09-09T18:19:03.492950,88.0
2024-09-09T18:19:03.982498,88.0
2024-09-09T18:19:04.231838,88.0
2024-09-09T18:19:04.478085,88.0
2024-09-09T18:19:04.724370,88.0
2024-09-09T18:19:15.068448,95.0
2024-09-09T18:19:15.314267,95.0
2024-09-09T18:19:31.093760,109.0
2024-09-09T18:19:31.327435,109.0
2024-09-09T18:19:33.539004,108.0
2024-09-09T18:19:34.032926,108.0
2024-09-09T18:19:35.017541,107.0
2024-09-09T18:19:35.509219,107.0
2024-09-09T18:19:56.690715,115.0
2024-09-09T18:20:32.401285,119.0
2024-09-09T18:20:38.809849,117.0
2024-09-09T18:20:41.743948,116.0
2024-09-09T18:20:42.259860,117.0
2024-09-09T18:20:42.759403,117.0
2024-09-09T18:20:46.438397,117.0
2024-09-09T18:20:47.177838,118.0
2024-09-09T18:20:48.167271,118.0
2024-09-09T18:20:50.377366,120.0
2024-09-09T18:20:52.347506,121.0
2024-09-09T18:21:20.423869,130.0
